id	title	youtube_id	youtube_id_original	duration	hidden
609	Valenční elektrony a chemická vazba	NYtPw0WiUCo	""	657	f
610	Kapitola 7: bankrot likvidace	-oW4M3vpuRM	""	680	f
611	Kapitola 11: Konkurs restrukturalizace	mxVWyzzMOXM	""	845	f
612	Získání zárodečného financování od investora rizikového kapitálu	-hJj5NpWUXQ	""	664	f
613	Návrat zpátky k pokladně: řada B	m28RAgUySGQ	""	714	f
614	Rakovina	RZhL7LDPk8w	""	756	f
616	"Zrození gotiky, opat Suger a ambit v bazilice sv. Diviše"	2EciWH-1ya4	""	318	f
617	"Michelangelo, David, 1501-04, mramor"	-oXAekrYytA	""	341	f
618	Katedrála Notre Dame v Chartres - 1. část	w8QRG-Xc6oU	""	352	f
620	První veřejná nabídka akcií (IPO)	ywOr4OYqXOs	""	869	f
621	Více o prvních veřejných nabídkách akcií	opEy6iN9kqc	""	707	f
624	Vlastní jmění versus dluh	yQtUyBrRBx4	""	834	f
626	Osobní bankrot: kapitoly 7 a 13	9jGufOGo88A	""	802	f
627	Vztah mezi obsahem trojúhelníku a poloměrem kružnice opsané	x_aax6LSRtE	""	546	f
629	Oxidační stavy - úvod	GlxXizmkK8Q	DvYs1HILq1g	539	f
630	Více k oxidačním stavům (staré)	GA88JI4AymY	""	1049	f
631	Čtvercová chyba regresní přímky	6OvhLPS7rj4	""	407	f
632	"Průměr, medián a modus"	h8EYEJ32oQ8	""	236	f
633	Moly a Avogadrova konstanta	AsqEkF7hcII	""	584	f
635	Další výpočet empirického vzorce	sXOIIEZh6qg	""	401	f
636	"Oldenburg, Floor Cake (Podlahový dort), 1962"	N-mt2tiRJ7U	""	210	f
637	Práce a energie 2	3mier94pbnU	""	592	f
638	"Časová hodnota peněz, současná hodnota a budoucí hodnota"	As1QpFGlGbg	""	514	f
639	Úvod do současné hodnoty	ks33lMoxst0	""	619	f
640	Současná hodnota - 2. část	4LSktB7Pk_c	""	611	f
641	Současná hodnota - 3. část	3SgVUlEcOBU	""	462	f
642	Příklady vektorů	r4bH66vYjss	""	1534	f
643	Korejská válka	MEGyRgYJKEY	""	971	f
644	Úvod do rozdělení chí-kvadrát	dXB3cUGnaxQ	""	623	f
645	Úvod do řešení jednoduchých rovnic	kZoFI_fcC74	""	111	f
646	Úvod do složeného úročení	Rm6UdfRs3gw	""	398	f
647	Současná hodnota - 4. část (a diskontované peněžní toky)	6WCfVjUTTEY	""	602	f
648	Úrok - 2. část	t4zfiBw0hwM	""	481	f
649	Pravidlo 72 pro složený úrok	pLG5j6isgRs	""	568	f
650	Kružnice opsaná trojúhelníku	21vbBiCVijE	""	478	f
651	"Pieter Bruegel starší, Holandská přísloví, 1559"	mSPumIx85l8	""	140	f
652	Příklad na výpočet poměru s algebrou	ITVQrzDSekU	""	312	f
653	První Newtonův pohybový zákon	5-ZFOhHQS68	""	326	f
654	"Vztah obvodu, obsahu a poloměru kružnice vepsané trojúhelníku"	5NjgcPri07E	""	449	f
655	Zkouška řešení soustavy nerovnic	XzYNh2wpO0A	""	75	f
657	Definiční obor a obor hodnot ve vztahu	g3LrOw1JMi8	""	163	f
658	Vypočet neznámé v poměru 2	2sd1zs6unLk	4ywTWCaLmXE	236	f
659	Parametrické vyjádření přímek	hWhs2cIj7Cw	""	1486	f
660	Definiční obor funkce s odmocninou	4h54s7BBPpA	""	107	f
661	Úvod k rozvaze	mxsYHiDVNlk	""	594	f
664	Objevujeme lineární vztahy	qPx7i1jwXX4	""	298	f
665	Hlavolam: Žárovky	WNhxkpmVQYw	""	679	f
666	Úvod do spektrofotometrie	qbCZbP6_j48	""	786	f
669	Sbor volitelů	oTbvYGH_Hiw	""	670	f
670	Lineární algebra: Úvod do lineární nezávislosti	CrV1xCWdY-g	""	946	f
672	První světová válka začíná	huOnuYAyv6w	""	372	f
673	Mocnosti před 1. světovou válkou	IyoUWRAharQ	""	457	f
674	Jednoduché diferenciální rovnice	C8mudsCSmcU	""	865	f
675	Zachování energie	kw_4Loo1HR4	""	607	f
676	"Degas, Taneční třída, 1874"	NigP3DjV3NY	""	309	f
677	Hlavolam - Počítání cest	9QduzzW10uA	""	642	f
678	Vzdálenost bodu od přímky a osy úhlů	yj4oS-27Q3k	""	657	f
679	"Svatá Madona a Ježíšek se sv. Dominikem a sv. Aurea, 1315"	Pu1WCHsYfKQ	""	223	f
680	Mezní příjem a mezní náklad	xGkE0oHyNhk	""	370	f
684	"Gustav Klimt, Smrt a život, 1910"	P1Lw1NVcI8o	""	215	f
685	"Ženský akt (Willendorfská Venuše), cca 28.000-25.000 př.n.l."	ENAZqOoOVaI	""	260	f
686	Separovatelné diferenciální rovnice	C5-lz0hcqsE	""	720	f
687	Umělecká reprezentace a abstrakce: Pohled na Millaise a Newmana	8-5DTsl1V5k	""	510	f
688	Finanční krize v Thajsku způsobená spekulativním útokem	lA3sjWwu5-s	""	393	f
689	Jazyky a náboženství bývalé Jugoslávie	6RKMRBxDm20	""	377	f
690	Více o příspěvku k HDP konečného výrobku a mezivýrobku.	C1pHvEAKmLA	""	170	f
691	"Bitva u Verdunu, bitva na Sommě a Hindenburgova linie"	jR_XZyhLSA8	""	392	f
692	Německé a Italské impérium v roce 1914	UNgx_YSygyU	""	165	f
693	Více o rozvahách a vlastním jmění	U2Nw5T44zvY	""	605	f
694	Pokročilý úvod do vektorů.	br7tS1t2SFE	""	349	f
698	Spojitost mezi souřadnicemi bodu a rovnicí přímky	HUn4XwV7o9I	""	89	f
699	Co říkají lineární grafy	xR9r38mZjK4	""	305	f
701	Více o celkovém příjmu a elasticitě	KgrLUQYgIJE	""	505	f
703	Převody jednotek v metrické soustavě	uHaKyNplino	""	283	f
705	Hromadění devizových rezerv	HiphWQfB6J0	""	215	f
706	"Petrus Christus, Portrét mladé dívky, kolem. 1470"	bcrsyGxUbkA	""	109	f
707	Používání rezerv ke stabilizaci měny	TZ7d5kjAlQw	""	309	f
708	Ekonomický růst prostřednictvím investování	a9aUMpGs6c8	""	475	f
709	Reálný HDP a nominální HDP	lBDT2w5Wl84	""	484	f
710	Čtení krabičkových diagramů s vousy.	b2C9I8HuCe4	""	198	f
711	Úvod do složeného úročení a e (Eulerovo číslo)	qEB6y4DklNY	""	611	f
712	Korelace a kauzalita	ROpbdO-gRUo	""	645	f
713	Proč je ujetá vzdálenost rovna ploše pod grafem rychlosti v čase	d-_eqgj5-K8	""	566	f
714	Rychlost dopadu z dané výšky	2ZgBJxT9pbU	""	703	f
715	Změna v očekávaných budoucích cenách a poptávce	7siSvYs84fg	""	274	f
716	Lom světla ve vodě	jxptCXHLxKQ	""	265	f
719	pH slabé zásady	gDJtOIxDu78	""	780	f
720	Rovnocenné zlomky	U2ovEuEUxXQ	""	349	f
722	Třetí Newtonův pohybový zákon	By-ggTfeuJU	""	480	f
723	Kolik lidí zaměstnat s ohledm na křivku mezního produktu	p8PSIpMkEvA	""	542	f
724	"Monet, Most v Argenteuil, 1874"	Iics7KH_rLE	""	205	f
725	"Rafael: Madona se stehlíkem, 1505-6"	jHN0BfowL7s	""	207	f
726	Lineární homogenní diferenciální rovnice 2. řádu 3	UyCwAFQt4v0	""	359	f
727	Graf lineární rovnice	86NwKBcOlow	""	269	f
728	"Vincent van Gogh, Autoportrét věnovaný Paulu Gauginovi, 1888"	gqSpWPONekE	""	169	f
730	Sarkofág Junia Bassa	UjX4ExCixWY	""	267	f
731	Hlavolam s čísly na čele	jqpQPxWj8gE	""	729	f
732	"Rembrandt van Rijn, Bathshebina koupel, 1654"	wsL4Uh0BrQw	""	243	f
733	Práce s výrazy - dosazování 2	0uCslW40VHQ	""	162	f
735	Domácí kapitálové půjčky	7rrSuhFC7I0	""	516	f
737	Porovnání stupnic Celsia a Fahrenheita	aASUZqJCHHA	""	170	f
738	Převody mezi metrickými jednotkami	SYkmadc2wOI	""	316	f
739	Převody jednotek délky	AGFO-ROxH_I	""	484	f
740	Formální vysvětlení funkcí	BQMyeQOLvpg	""	961	f
742	Dělení zlomkem	zQMU-lsMb3U	""	538	f
744	Hypoteční úrokové sazby	a58PSBX7BSY	""	876	f
745	Základy krátkého prodeje	5YfO4CshL7Y	""	394	f
746	Rovnice ideálního plynu - příklad 1	erjMiErRgSQ	""	608	f
747	Sodno-draselná pumpa	C_H-ONQFjpQ	""	833	f
748	Titrace silné kyseliny silnou zásadou 1	JoGQYSTlOKo	""	612	f
749	Rovnice ideálního plynu	x34OTtDE5q8	""	618	f
750	Rovnice ideálního plynu - příklad 2	GwoX_BemwHs	""	781	f
752	Kelvinova stupnice a ideální plyn	HvYUKRMT0VI	""	625	f
753	Rovnice ideálního plynu - příklad 3	69V-60sga3M	""	346	f
756	Příklad: sada karet	SbpoyXTpC84	""	463	f
757	Řazení nepravých zlomků a smíšených čísel	4Ql6o932ZFU	""	361	f
758	Minimalizování čtvercové chyby regresní přímky (část 1)	mIx2Oj5y9Q8	""	635	f
760	Redoxní reakce (staré)	yp60-oVxrT4	""	865	f
762	45-45-90 trojúhelníky	tSHitjFIjd8	""	570	f
764	CA Algebra I: Funkce	NRB6s77nx2g	""	395	f
767	Konstantní jednotková elasticita	m7qXvQvWlY4	""	277	f
770	Dokonalá neelasticita a dokonalá elasticita poptávky	6udRtn5jSWk	""	581	f
771	Rovnice ideálního plynu: pV = nRT	WScwPIPqZa0	""	562	f
772	pH slabé kyseliny	icNOBmKjDLo	""	571	f
773	Acidobazická titrace	XjFNmfLv9_Q	""	751	f
774	Rozdíl mezi hmotností a váhou	IuBoeDihLUc	""	641	f
775	Intuitivní řešení jednoduchých rovnic	kbqO0YTUyAY	""	279	f
777	Porovnání pronájmu a koupě domu - 2. část	QA2TBiIsdT0	""	549	f
778	Porovnání pronájmu a koupě domu (detailní analýza)	mtL_plJXv3c	""	917	f
779	Ekonomika továrny na cupcaky	XDIBJyNnLOU	""	673	f
780	Ekonomika továrny na cupcaky - 3. část	8x1-TeDxblU	""	778	f
781	Ekonomika továrny na cupcaky - 2. část	-LTXzYXaAuk	""	697	f
783	"Inflace, deflace & využití kapacity"	LXrPdFn7Gn4	""	752	f
784	"Inflace, deflace & vytížení kapacity - 2. část"	cugQ4z4cJF8	""	709	f
788	Roční procentní sazba nákladů (RPSN) a efektivní RPSN	P4h4QenI-uU	""	450	f
789	Ceny řídí spíš rychlost peněz než kvantita	stfSnPaaK04	""	211	f
790	"Změny v příjmu, populaci nebo preferencích"	do1HDIdfQkU	""	213	f
792	Inflace & deflace - 3. část: Obamův stimulační plán	sZRkERfzzn4	""	800	f
793	Bankovnictví 4: multiplikační efekt a peněžní zásoba	F7r7l1VG-Tw	""	667	f
795	Bankovnictví 5: Úvod k bankovkám	cNFLqhU4MN0	""	529	f
796	Bankovnictví 6: Bankovky a šeky	IOzZVmgK3IM	""	662	f
797	Bankovnictví 7: poskytování úvěrů bez rozdávání zlata	On3c86V5A_E	""	509	f
798	Jak Gavrilo Princip zavraždil  Františka Ferdinanda	heKuwogLwnk	""	334	f
799	Pravidlo sčítání pravděpodobností	QE2uR6Z-NcU	""	643	f
800	"Constable, ""Vůz na seno"", 1821"	FKIHHeBe674	""	269	f
802	Únos mimozemšťany	K4pocYXOmTQ	""	1019	f
803	Aliance vedou k první světové válce	KMMAL3v0lA0	""	284	f
804	Konjugované kyseliny a báze	4441EyWBPt8	""	506	f
807	Zajímavé příklady na obvod a obsah	vWXMDIazHjA	""	493	f
808	Bankovnictví 8: sazba minimálních rezerv	VP3nKDUw1jA	""	649	f
809	Bankovnictví 9: Více o sazbách minimálních rezerv (špatný zvuk)	DFPBdbx0vFc	""	532	f
810	Sčítání zlomků - příklady	BKEtsv9MbyY	""	460	f
811	Úvod do harmonického pohybu	Nk2q-_jkJVs	""	604	f
812	Moly a ideální plyn	5B1i26dUwME	""	614	f
813	Bankovnictví 10: Úvod k finančnímu pákovému efektu (špatný zvuk)	8fxilNdEQTo	""	561	f
814	"Zjednodušování výrazů, CA Algebra I"	ri-0v6vqcKM	""	651	f
815	Harmonický pohyb: popis pomocí diferenciálního počtu	xoUppFlif04	""	586	f
816	Bankovnictví 11: Rezervní banka	M-4GWomLbpc	""	688	f
817	Bankovnictví 12: Státní cenné papíry (státní dluh)	JBWdbzzYbtU	""	678	f
818	Jak tvořit videa	u2F_dTulT0w	""	617	f
819	Salman Khan v CNN	PY5VKiG_IXE	""	186	f
820	Bankovnictví 13: Operace na otevřeném trhu	BTNarhvGX88	""	748	f
821	Bankovnictví 14: Sazba Fed fondů	IniG1KkPS2c	""	702	f
822	CA Algebra I: Soustavy nerovnic	1piZ8oYWh3E	""	776	f
823	CA Algebra I: Jednoduché logické argumenty	yIzF_XGX4qk	""	664	f
824	"Michelangelo, Strop Sixtinské kaple, 1508-12"	gqrgWXAS9O8	""	1323	f
825	Bankovnictví 15: Více o sazbě Federálních fondů	rgqFXkLAc-4	""	736	f
826	CA Algebra I: Grafy nerovnic	KZ8Vw_Nim8U	""	702	f
827	Bankovnictví 16: Proč cílové sazby versus peněžní zásoba	yOgGhPIHnlA	""	700	f
828	CA Algebra I: Více slovních příkladů	ch5tDNaeuxc	""	623	f
829	Proč učitelé využívají Khan Academy?	lzbeFAcoFyQ	""	56	f
830	Fotosyntéza: Calvinův cyklus	slm6D2VEXYs	""	808	f
831	Schlieffenův plán a První bitva na Marně	7AOOlxbZN3E	""	438	f
832	CA Algebra I: Směrnice přímky a průsečík osy y	31v-n2ND2VE	""	750	f
833	Jak vymazat studenta či celou třídu	0dLNOCMRkGk	""	100	f
835	Francouzská revoluce 3 - Vláda teroru	BZmtnCqTWik	""	1410	f
836	Potenciální energie pružiny	P3QV9ktuYlQ	""	579	f
837	Plíce a dýchací systém	SPGRkexI_cs	""	1233	f
838	"Duccio, Madona s dítětem, 1300 n.l."	0d9TB0DAOyY	""	286	f
840	Oligopoly a Monopolistická konkurence	PzDthFTzEa0	""	561	f
841	"LeBron se ptá: Jaké svaly používám, když střílím na koš?"	9qEaVwIXqR4	""	195	f
842	Průtok krve srdcem	7XaftdE_h60	""	471	f
843	Normální a méněcenné statky	wYuAwm-5-Bk	""	356	f
844	Kombinace	bCxMhncR7PU	""	616	f
845	Příklad z testu CA: Základní trigonometrie	MyvRxKM0xns	""	664	f
847	Příklad 1 (variace): výběr barev	oQpKtm5TtxU	""	225	f
848	"Donatello, David, bronz, 40. léta 15. století"	6kUUJJV_MNA	""	444	f
849	"Blokády, ponorky a potopení Lusitanie"	B_P48TakY3Y	""	724	f
850	"Botticelli, Zrození Venuše, 1483-85"	tdp22elrY7s	""	240	f
851	Zimmermannův telegram	Gedy8LwQTaw	""	250	f
852	Náhled na bankovnictví částečných rezerv	3mUi9IZb4T4	""	508	f
853	Z-statistika a t-statistika	5ABpqVSx33I	""	399	f
854	1. světová válka - východní fronta	ATuMxyoVh_8	""	707	f
855	"Caravaggio, ukřižování Svatého Petra, 1601"	cLICU2cDHrs	""	219	f
856	"Giorgione, Tři filozofové, okolo roku 1506"	RD_Mh_SDz3s	""	259	f
857	"Caravaggiho; Povolání Svatého Matouše, vytvořeno 1599-1600"	SZF5K8epWko	""	382	f
858	Deflace	FPh6EDv0Eew	""	191	f
859	Chyba 1. druhu	EowIec7Y8HM	""	204	f
860	Role institucí ve vydávání a zpracovávání kreditních karet.	tvL7ox0ezCU	""	719	f
863	"Goya, Rodina Karla IV., c. 1800"	TlvXGblFsv8	""	210	f
865	Úvod do protestantské reformace: Různorodost protestantismu (3 z 4)	F6ZsIyKHTNI	""	496	f
867	Myosin and Aktin	zopoN2i7ALQ	""	578	f
869	Krátkodobé půjčky	BHTMuHvmarU	""	626	f
870	Výpočet reálného HDP pomocí deflátoru	v5YT8GlSxoU	""	339	f
871	Centrální limitní věta	JNm3M9cqWyc	""	589	f
872	Diskobolos	OhJKDqZgNXg	""	226	f
873	Khan Academy v Eastside College Prep	mLi7BhMj8TA	""	320	f
874	Cena příbuzných statků a poptávka	-oClpRv7msg	""	348	f
875	Mussolini uzavírá spojenectví s Hitlerem	6uNYe9UB3K4	""	463	f
876	Fašismus a Mussolini	AoRpWU6hHJ8	""	515	f
877	Agresivní nacisté a učiněné ústupky	VTdV9JaHiIA	""	420	f
878	Noc dlouhých nožů (1934)	ZrbbKMnPDUk	""	226	f
879	Modrý kříž a Modrý štít	S9xdJgPWO-w	""	605	f
881	"Vincent van Gogh, Ložnice v Arles, 1889"	E1tA9-ypx0g	""	284	f
882	Když virus chřipky zaútočí!	MNKXq7c3eQU	""	433	f
887	Srdeční ozvy	-4kGMI-qQ3I	""	590	f
888	"Georges Seurat, Nedělní odpoledne na ostrově La Grande Jatte - 1884, 1884-86"	wNB9Vm6MoDQ	""	403	f
889	Východní vs. západní fronta v 1. světové válce	qPoLL0E2W8A	""	262	f
890	"Grant Wood, Americká gotika, 1930"	vk2GvyNmYD0	""	380	f
892	"Glukóza, inzulin a cukrovka"	rPLjSY00JlE	""	444	f
893	Úvod do endokrinního systému	f_Z1zsR9lFM	""	577	f
896	LeBron se ptá na 3. Newtonův zákon	R8qygu1RUOI	""	241	f
899	Faktory ovlivňující nabídku	0isM0GF-rMI	""	418	f
902	"Paul Klee, Cvrlikací stroj, 1922"	M7yd8F3eay4	""	251	f
903	Obsah rovnostranného trojúhelníku	UKQ65tiIQ6o	""	223	f
904	Vliv měny na obchod - opakování	Ysk1ySejuCQ	""	606	f
906	"Gustav Klimt, Polibek, 1907-8"	BRUOACBkFRg	""	237	f
908	LeBron se ptá: Proč se chladím pocením?	jgnNhL2jSXY	""	341	f
909	Rovnice s logaritmy s neznámou v základu.	oqAYqT70EBQ	""	208	f
910	Příklad: možné výsledky při hodu třemi mincemi	3UlE8gyKbkU	""	134	f
911	Příklad 2 (variace): výběr osob	v9NLtiVt3XY	""	139	f
912	Bankovnictví 17: Co se stalo se zlatem?	NFDMXwwzyIM	""	612	f
913	"Alexej von Jawlensky, Mladá žena v klobouku s květy, 1910"	vUxYPrznFLw	""	261	f
914	Úvod do závislé pravděpodobnosti	VjLEoo3hIoM	""	398	f
915	Bankovnictví 18: Široká diskuse	T9byZBGtGuw	""	848	f
916	Minimalizování čtvercové chyby regresní přímky (část 2)	f6OnoxctvUk	""	594	f
917	"Paul Troost,Dům (německého) umění, 1933-37"	hpY22uSAPAA	""	442	f
919	"Caravaggio, Smrt Panny Marie, rok 1605-06"	TkH-yjJ35vU	""	237	f
920	"Giorgione,Uctívání Pastýřů, 1505/10"	M0Nf2Osgwkc	""	225	f
923	Řešení kvadratických rovnic pomocí rozkaldu	N30tN9158Kc	""	552	f
924	Efekt pohybu měn na obchod	5HVCFrXQ9pw	""	860	f
925	Úvod do úhlů (starší verze)	2439OIVBgPg	""	595	f
926	"Jean (Hans) Arp, Bez názvu. 1916-17"	3wm0589mLbM	""	215	f
927	"Manet, Le déjeuner sur l'herbe (Snídaně v trávě),  1863"	Nb_4nEFyeGk	""	387	f
928	"Michelangelo, Mojžíš, ca. 1513-15"	pnBbFIxCIGw	""	252	f
929	"Marcel Duchamp, Fontána, 1917"	FmjSUyyc-3M	""	192	f
930	Celkové příjmy a elasticita	Udltkvm9HLc	""	701	f
931	Dva okruhy oběhové soustavy	K57qjYYjgIY	""	745	f
932	Kúros (mladík)	JCTPh_QDlCY	""	224	f
934	Převod zlomku na desetinné číslo	Gn2pdkvdbGQ	""	562	f
935	Plochy diagonálami vytvořených trojúhelníků v obdélníku jsou stejné	YTRimTJ5nX4	""	276	f
937	"Edvard Munch, Bouře, 1893"	653ZKHd_PYo	""	241	f
939	"Titian, Noli me Tangere, okolo r. 1514"	Rw8XE6hvHBo	""	234	f
940	Reálná hodnota v účetnictví	s-5_H3z-Cv0	""	177	f
941	Negativní externality	nBw6KvU51BE	""	360	f
942	Ara Pacis – Oltář míru	kiMNT18c4Ko	""	641	f
945	Jednostranný a oboustranný test	mvye6X_0upA	""	394	f
948	Termoplechovka	UQK7EAgRBpE	""	234	f
949	Vykopávky v Římě	Z1RpVPbHgzU	""	148	f
950	"Gian Lorenzo Bernini, Vidění sv. Terezie, 1645-52"	RKcJvjP9zgY	""	453	f
951	Faraon Achnaton s manželkou Nefertiti a dětmi	ryycDVWXDvc	""	303	f
954	Věta o trojúhelníku vepsaném do kružnice - speciální případ	b0U1NxbRU4w	""	335	f
956	Matice - úvod	0oGJTQCy4cQ	""	269	f
957	"Titian, Portrét Muže (Muž s Prošívaným Rukávem), 1510-20"	AAeBt4zGDUA	""	274	f
958	Lineární diferenciální rovnice druhého řádu 2	SPVqgkOZMAc	""	508	f
961	Konečná etapa první světové války	xFBK9534NI8	""	626	f
962	"Otevřený dopis Nickelodeonu, Re: Sponge Bobův Ananas pod mořem"	gBxeju8dMho	""	118	f
963	Srbské ztráty v první světové válce	dpnFYrz2fCE	""	118	f
964	"Diego Velázquez, Vulkánova kovárna, c. 1630"	qoHva5i85Qo	""	203	f
965	Diskontní sazba	FxkTSjctXdk	""	802	f
966	LIBOR	wBCowBiXV7A	""	217	f
967	Dohody o zpětném odkupu (repo transkace)	QWninXOAMXE	""	684	f
968	"Pablo Picasso - Kytara, 1912-14"	bfy6IxsN_lg	""	257	f
969	Inverzní funkce Příklad 2	aeyFb2eVH1c	""	432	f
970	Reportáž CNN	DvyAc6PNbVo	""	143	f
971	Příklad 4 (kombinace): pravděpodobnost výhry v loterii	DIjlllgq3dc	""	310	f
972	Fiskální útes	lV3LBiivTxw	""	722	f
973	"Bazilika sv. Petra, Vatikán, započato 1506, dokončeno 1626"	R5UK0dEFSoM	""	268	f
974	Struktura a typy cév	VMwa6yC3r-s	""	611	f
976	"Édouard Manet, V zimní zahradě, 1878-1879"	eNhrYgYV0MA	""	205	f
977	"Courbet, Pohřeb v Ornans,  1850"	zRuLkyLx3No	""	384	f
979	"Thomas Cole, Vyhnání z rajské zahrady, 1828"	dBrKCtx4TfA	""	235	f
980	Oprava videa o peroxidu vodíku (staré)	YPjtG5PA-iY	""	142	f
981	"Lineární perspektiva: Brunelleschiho experiement , 1420"	bkNMM8uiMww	""	256	f
983	Rozvaha Federální rezervní	MILF-9GeMDQ	""	597	f
984	Zajištěná dluhová obligace (CDO)	XjoJ9UF2hqg	""	582	f
985	Lodní pohřebiště Sutton Hoo	dWxcQZBM3eQ	""	263	f
986	SAT - příprava: test 1 odd.3 část 1	tP9bocr_C2I	""	597	f
987	SAT - příprava: test 1 odd.3 část 3	BRX5mWU0pKo	""	530	f
989	"Robert Storr: Gerhard Richter -Cageovy obrazy, 1960"	aOeKj-w-3fY	""	868	f
995	Změny rovnováhy trhu	NgPqyM3I_8o	""	545	f
998	Komentář 1 k frakčnímu rezervnímu bankovnictví	ZyyaE3DIxhc	""	1153	f
999	Operace Fedu na otevřeném trhu	wDuCOxDxMzY	""	277	f
1001	Komentář 2 k frakčnímu rezervnímu bankovnictví: pojištění vkladů	otstXFxMkl4	""	1039	f
1002	Kvantitativní uvolňování	kc_HjPT4NKo	""	255	f
1003	Koloseum	9wguQaBYKec	""	514	f
1005	"Turner, Déšť, pára a rychlost -- Velká západní železnice, 1844"	pPsqUFuysbU	""	266	f
1006	Khan Academy na Gates Notes	UuMTSU9DcqQ	""	142	f
1007	Příklad na ideální plyn	UekR9J31a2o	""	482	f
1008	Snellův zákon - Příklad 1	HahjsBApxLE	""	644	f
1009	Harmonický pohyb bez diferenciálního počtu	oqBHBO8cqLI	""	584	f
1010	Lidská prehistorie: Z (východní) Afriky	8183HPmA2_I	""	335	f
1012	Komentář 3: Frakční rezervní bankovnictví ze širší perspektivy	8SAMey9Gl5I	""	1287	f
1013	Více o kvantitativním uvolňování (a úvěrovém uvolňování)	ZrKw-SLzNrw	""	555	f
1015	Gravitace 2	8i0j3j16yFk	""	497	f
1016	Tlak v tekutině v určité hloubce	5EWjlpc0S00	""	595	f
1017	Přehled operací na otevřeném trhu a kvantitativní uvolňování	TpLlJ8-AnQM	""	191	f
1018	Další video o kvantitativním uvolňování	Lmd_CDwBXFs	""	167	f
1019	Kvantitativní uvolňování v USA a Japonsku	a-R8qpea6lc	""	195	f
1020	Tlak v tekutinách – výška sloupce rtuti	i6gz9VFyYks	""	609	f
1021	Od Jamestownu do občanské války	ghgPq2wjQUQ	""	1109	f
1024	Americká PUT OPCE	6CUcgUeQS-w	""	176	f
1025	Otevřený podílový fond (1. část)	DzYwB3uSU-c	""	242	f
1026	Od 2. světové války k válce ve Vietnamu	j2eKaxU-8kA	""	886	f
1027	Od obnovy po občanské válce až do velké hospodářské krize	zmBV87XA52Q	""	863	f
1028	DNA slovník: Od chromosomů k translaci proteinů	s9HPNwXd9fk	""	1103	f
1032	Navigace - slovní úloha	XTWZ_M8d-4g	""	480	f
1033	Odkupy otevřených podílových fondů	nW1rxuQft1o	""	349	f
1034	Uzavřené podílové fondy	VpVu25KhozQ	""	292	f
1035	Veřejně obchodované fondy alias Exchange Traded Funds (ETF)	SFdsY9Rdh6w	""	302	f
1036	"Vztah mezi výškou předmětu, obrazu a vzdáleností"	acQYX4nwhCk	""	142	f
1037	Zjednodušování lomených výrazů	7Uos1ED3KHI	""	923	f
1038	Zjednodušování lomených výrazů 3	dstNU7It-Ro	""	402	f
1039	Zjednodušování lomených výrazů 2	ey_b3aPsRl8	""	233	f
1040	Sant'Apollinare in Classe	HjwELgIh_qc	""	254	f
1041	Ponziho schéma	5UVpLPtgdF4	""	702	f
1042	Tradiční individuální důchodové účty (IRA)	2K0ubOpyZt8	""	822	f
1043	Termínované a životní pojištění 1	r4NxMVZf6s4	""	899	f
1045	Odečítání reálných výrazů.	YO_SwIKGMqQ	""	335	f
1046	Důkaz: lim (sin x)/x = 1	Ve99biD1KtA	""	1085	f
1047	Daně a dokonale elastická poptávka	z1yJPpGC3-o	""	412	f
1048	Jak se mění objem plic?	dTsUyXXudvA	""	490	f
1049	Roth inidividuální důchodové účty (IRA)	HbQ2kmhIlHo	""	1009	f
1050	401(k) a tradiční IRA	YPP9igBVdkg	""	557	f
1051	Tři typy vlásečnic	hSkIG4MdKqU	""	557	f
1052	Katedrála Notre Dame v Chartres - 2. část	dN5XRW7T0cc	""	205	f
1054	"John Singleton Copley, Chlapec s létající veverkou (Henry Pelham), 1765"	60u_ctp6UIw	""	259	f
1056	Úvod k hedgeovým fondům	Qb7tbWuDc2U	""	212	f
1057	Tvorba videí ve stylu Khan Academy	Ohu-5sVux28	""	588	f
1058	Struktura hedgeového fondu a poplatky	EX1eFeaTiYM	""	411	f
1059	Druhy radioaktivních rozpadů.	3koOwozY4oc	""	1023	f
1060	"Stenóza, ischemie a infarkt"	3858MaULDdI	""	473	f
1061	Části nefronu	_vBJkK4eocA	""	548	f
1062	"Hedgeové fondy, rizikový kapitál a soukromý kapitál"	bLQBbA8yh7c	""	174	f
1063	Strategie hedgeového fondu - dlouhá krátká - část 1	nTco9qQ2elM	""	215	f
1064	Strategie hedgeového fondu - dlouhá - krátká - část 2	5UUa0V-MAqI	""	271	f
1065	Vakcíny a mýtus o autismu - 1. část	u6gpw_Deth8	""	591	f
1066	Separovatelné diferenciální rovnice 2	xVWCfMe97ws	""	337	f
1067	Strategie hedgeového fondu - Fúzová arbitráž 1	3qP8OOr7pfI	""	301	f
1069	Příklad: hledání „nejlepší“ regresní přímky	GAmzwIkGFgE	""	567	f
1070	Rozumíme výkazům inflace	DK1lCc9b7bg	""	210	f
1071	Úhly (část 3)	NLg6hfoKKlE	""	587	f
1072	Jak proložit daty přímku	OhUkMQtBGmE	""	468	f
1073	SOPA (Stop Online Piracy Act)  & PIPA	tzqMoOk9NWc	""	675	f
1074	Záhada cen bydlení (1. část)	8IR5LefXVPY	""	561	f
1077	"Jan Vermeer, Sklenice vína, 1661"	uvA6YY4yHtM	""	257	f
1080	"Leonardo, Poslední večeře, 1495-98"	iV6_wTrkd70	""	460	f
