1377	Logaritmické rovnice	fyshrv6YDVY	""	87
1379	Logaritmické rovnice 2	vtStuLV-HvQ	""	120
1381	Použití racionálních rovnic	gD7A1LA4jO8	""	326
1382	"Zkouška toho, zda nějaká relace je funkcí."	3SO1BQQ9_1E	""	143
1391	Parametrické rovnice 3	57BiI_iD3-U	""	772
1392	Parametrické rovnice 1	m6c6dlmUT1c	""	668
1396	Kolmé přímky	0671cRNjeKI	""	209
1403	"SAT příprava: Test 8, část 5, úloha 1"	yKiU7kzjTQw	""	585
1405	Porovnávání zlomků na číselné ose a pomocí obrázků	Kt7Dwr7BftE	""	283
1410	Definované a nedefinované operace s maticemi.	O1-9f1g0OsI	""	212
1420	Super Yoga plány - Řešení pomocí substituce	dawGZs4TaTU	""	494
1422	Super Yoga plány - Řešení jednoduchých rovnic	hq1bUM2tyg0	""	460
1427	Směna peněz - praktický příklad	XcRX-mkjeiM	""	54
1428	Úvod do inverzních funkcí	W84lObmOp8M	""	546
1432	"CA Geometrie: Pythagorova věta, Využití kružítka"	6EY0E3z-hsU	""	755
1433	Funkcionalismus	-83vVeSC2_g	""	342
1440	Celkový počet sedadel v divadle	Wu1KO07WPkk	""	181
1468	Polární souřadnice 1	jexMSlSDubM	""	620
1472	Násobení a dělení s neznámou.	93xzevZ9pjU	""	318
1473	Výpočet průměrné výšky patra budovy	LGWUXVpwPDU	""	259
1485	Inverzní funkce Příklad 1	wSiamij_i_k	""	404
1486	Sčítání a odčítání matic	WR9qCSXJlyY	""	335
1493	Úhly a obvod	hv9gPlQru78	""	100
1494	Kolik hostů na párty jedlo čokoládové lanýže?	XAW9d3XU3qI	""	300
1499	Cvičení na pochopení hodnot desetinných míst	-oFlAhtear4	""	67
1501	Příklad: Kolo štěstí	jDIj0CUjGvM	""	173
1504	Inverzní matice 2x2	01c12NaUQDw	""	168
1507	Úvod do vektorového součinu	pJzmiywagfY	""	947
1526	Úhly (část 2)	zrqzG6xKa1A	""	545
1528	Přímá a nepřímá úměrnost	92U67CUy9Gc	""	594
1537	Ledovce z čokolády	wK-SQD3fhrI	""	353
1538	Létající roboti.	SbbBzV6pcFg	""	337
1539	Sklon osy Země 1: Proč máme různá roční období	Pgq0LThW7QA	""	339
1542	Navrhování mostů (a jejich destrukce!) 1. část	lBP7739C83s	""	309
1544	Rýsování grafu jednoduché funkce	2-dUHLHeyTY	""	336
1552	Tutoriál pro lektory na webu Khan Academy	Bd5X7Kz_Bpg	""	582
1553	Kuličky pro kamarády	lhLVC1QB_kQ	""	343
1557	Násobení a dělení záporných čísel	d8lP5tR2R3Q	""	510
1560	Cvičení popisující poměry	b-6pqRnm2b8	""	128
1563	Khan Academy v dokumentu Johna Stossela	_4qoTgnx1oQ	""	293
1582	Úhel mezi dvěma vektory	5AWob_z74Ks	""	1511
1599	"Khan Academy na Marlborough School v Los Angeles, CA"	7D6urvlVjJ4	""	331
1600	Sal Khan na CNN Starting Point	-BHdJBwmdCU	""	224
1603	Vlastnosti umocňování 5	4jhG7g5qgO0	""	171
1607	Určení posunu tvaru	ZhROXmbUVKE	""	46
1622	Co je to mýdlo?	9-u4zP5s9is	""	312
1635	Řešení racionálních rovnic 1	Yaeze9u6Cv8	""	253
1636	Zápis výrazů 3: cvičení př.3	zaGUlwslGGg	""	44
1640	Sal Khan u Pierse Morgana	E8Yt7SuJ558	""	99
1641	Khan Academy na PBS NewsHour.	4jXv03sktik	""	156
1642	Důchodové obligace v Illinois	Tczu_dvVuuk	""	450
1648	Navrhování mostů (a jejich destrukce!) 2. část	KBOGRxV49MQ	""	271
1653	Studie dvojčat a adopcí	PzUKDqHGRUQ	""	1200
1678	Interview Salmana Khana v NPR show On Point	Tz2H8dMMwi0	""	2870
1679	Detailnější analýza fiskálního útesu	QwvJ6z49m-c	""	920
1686	Kolik aut se vejde na parkoviště?	MZEbWGhxEJE	""	126
1693	Teorie konfliktu	LPYTndFFTko	""	278
1700	Pravidla pro mocniny - část 1	kITJ6qH7jS0	""	583
1707	Skalární součin a délka vektorů.	WNuIhXo39_k	""	550
1709	Výpočet přirozeného logaritmu	r0eFSS8CN-Q	""	69
1710	Posouvání mnohoúhelníků	u9B-dV6r6rU	""	65
1715	Řešení slovních úloh 4	5EdbPz1ZVn0	""	605
1731	Homeostáza	rSBbnHLR_cg	""	220
1732	Horninový cyklus	pm6cCg_Do6k	""	272
1739	Rozhovor Salmana Khana v pořadu rádia NPR All Things Considered (28.12.2009)	po3DAsr6mDE	""	476
1740	Kdy je funkce kladná nebo záporná	eDv7dk9uNmM	""	70
1743	"Khan Academy na KIPP Bridge v Oaklandu, CA NC4T"	9NVQsQLPOqc	""	254
1744	Kalifornská reportáž o Khan Academy (červen 2011)	rpPbt8EOf00	""	294
1752	Příklad: závislé a nezávislé proměnné	0eWm-LY23W0	""	60
1759	Parciální derivace	1CMDS4-PKKQ	""	671
1760	Přímá úměrnost (příklad)	jNUz0P5MG9M	""	63
1763	Shodnost úseček	bJF9R8_-0O0	""	61
1766	Systematické pojmenování isobutylové skupiny	Xw1CMTXQGPY	""	173
1767	Grafické zobrazení funkce úměrnosti (příklad)	R32xBmxXj2E	""	71
1788	Cvičení na interpretaci grafu	YyjpeoxdUXc	""	143
1796	Zjišťování chybějícího algebraického kroku	RXgj09NXNWo	""	114
1797	Příklad rovnice s absolutní hodnotou	UvtWf4TVawE	""	290
1805	Důkaz Cauchyho-Schwarzovy nerovnosti	r2PogGDl8_U	""	1016
1806	Vykreslení komplexních čísel v Gaussově rovině	kGzXIbauGQk	""	74
1807	Inverzní funkce (příklad 3.)	Bq9cq9FZuNM	""	455
1808	Desetinná čísla na číselné ose (příklad)	w23DzA68KPE	""	75
1811	Normálový vektor z rovnice roviny	gw-4wltP5tY	""	598
1813	Určování funkcí	lEhf75ma7Ww	""	76
1814	Zaběhnutá vzdálenost za týden	HL1wuw_k984	""	212
1817	Různé způsoby jak napsat 1 jako zlomek	dviyBH3pOk8	""	226
1845	Vytváření ekvivalentních zlomků (grafické)	-YpEkExjq2E	""	252
1847	Sčítání výrazů	HB52UTcAv0g	""	74
1848	"Řešení rovnic a nerovností pomocí dosazování, příklad 2"	xG_XJ2ywi6M	""	76
1853	Otočení (rotace) úsečky kolem počátku - příklad	sQfsql8BPy0	""	77
1857	Khanova škola v Los Altos	eJQzBJ6DtoY	""	438
1858	Khan Academy: Škola budoucnosti	VynMS1jxBn4	""	131
1871	Další příklad zápisu zlomku jako desetinného čísla	iYVi_YVOyvs	""	373
1888	Slovní úloha se zápornými čísly 1	Oo2vGhVkvDo	""	262
1889	Invertování matice 2x2 (část 1)	iUQR0enP7RQ	""	855
1891	Další příklad odečítání desetinných čísel na setiny	MufbvU4tGh8	""	113
1902	Parabola zadaná vrcholovou rovnicí	7QMoNY6FzvM	""	196
1922	Převod zlomku na desetinné číslo s periodou	Y2-tz27nKoQ	""	265
1928	Konstrukce kolmice k dané přímce pomocí kružítka a pravítka	nM-O8llUdwg	""	72
1933	Milión žraloků	QXMTzXaWJyk	""	313
1935	Slovní úloha na výpočet věku 6	RGbA2IyJILY	""	388
1940	Slovní úloha na výpočet věku 4	W-5liMGKgHA	""	321
1941	"Součet po sobě jdoucích, lichých čísel (příklad 2)"	8CJ6Qdcoxsc	""	319
1950	Výpočet reálného výnosu v dolarech minulého roku	GiB9Mkgkrek	""	170
1954	Zajímavý úkol s koeficienty polynomu	hypi8QPsFEk	""	976
1967	Slovní úloha na výpočet věku 5	KyHvVJWjW6Y	""	223
1968	Slovní úloha na procenta 1 příklad 2)	S_RccA0h2JU	gKywkLHV6Ko	258
1969	Konstrukce a porozumění grafu	C9Rzb_OFuhk	""	86
1983	Přirozená čísla zapsaná jako zlomek	3OFH8OhpN08	""	263
2004	Násobení vektoru skalárem	ZN7YaSbY3-w	""	344
2005	Sčítání vektorů	8QihetGj3pg	""	432
2006	Prostory reálných souřadnic	lCsjJbZHhHU	""	381
2037	Porovnávání hodnot na číselné ose	AvL_nFX0qDw	""	91
2039	Měření úseků	y-O_B-wWivQ	""	89
2053	"Nightline: Naučte se vše, online"	0OtQY-gDuJA	""	300
2056	Khanova škola ve třídách	bdmOvVW9el4	""	97
2060	Khan Academy ve státě Idaho	-1zR6pFof5c	""	175
2066	Konstrukce pravoúhlého rovnoramenného trojúhelníku	lohMwoq3WFA	""	86
2067	Invertování matice 3x3 - část 1	S4n-tQZnU6o	""	1005
2069	Pravidla pro mocniny - část 2	rEtuPhl6930	""	464
2072	Graf paraboly - příklad 1	Qv2pgv8ea-k	""	110
2080	Hledání chyb v řešení rovnice - příklad	jtPvDycHVQw	""	105
2081	"Buněčné dýchání, ATP"	CIyAs0bxeoI	""	780
2082	Matice při řešení soustavy rovnic	AUqeb9Z3y3k	""	993
2087	Počet řešení lineárních rovnic - příklad 2	uQs100shv-A	""	83
2092	Určování lineární funkce	AZroE4fJqtQ	""	241
2095	Příklad na konstrukci numerických výrazů	arY-EUZDNfk	""	82
2098	Problematické sestrojení trojúhelníků	E78ji1uBtSA	""	236
2110	"Zápis výrazů 3 - cvičení, příklad 2"	o_Vt7J08PE4	""	80
2114	Důkaz - Vzorec pro výpočet kořenů kvadratické rovnice	mDmRYfma9C0	""	454
2127	Induktivní uvažování 1	MnQ7Lizkpqk	""	127
2128	Deduktivní a induktivní uvažování	GEId0GonOZM	""	120
2136	Odpovědi na otázky Brainwave - 2011	0MzIJfmSa5k	""	988
2152	Rozvíjejte svůj intelekt	WtKJrB5rOKs	""	185
2153	FICA daň	UP9xy2eVj7s	""	451
2163	Růstové myšlení (Growth Mindset)	wh0OS4MrN3E	""	187
2197	Zápis v logaritmické a exponenciálním tvaru	Obch1OP5QyA	""	102
2203	"Matematický program Khan Academy v Boys & Girls klubu v Chaffee County, Colorado"	hKa5Of7Dlbg	""	217
2205	Jak využívám data na Khan Academy	edgc5bX1T10	""	164
2239	Udržitelnost sociálního a zdravotního systému Medicare v USA	o1Y0G8Z67iU	""	472
2254	Příklad: Odčítání 3 zlomků	9tmtDBpqq9s	""	156
2285	Workshop Khanovy Akademie: Otázky a odpovědi s učiteli	4N2CjLBvRWc	""	291
2286	Prezentace o Khan Academy: Talova třída	JmHEZgAhq1Y	""	920
2310	Tvorba nitro esterů	_yvdb_0NGT8	""	367
2322	Úvod do archeologie	F6WLLeaCFP4	""	301
2346	Litry sodovky na oslavu	iqpDFKIREBo		132
2428	Investice a reálné úrokové sazby	72p6uw5y-Rw		359
2431	Vznik a efekty dluhových smyček	XBI7DqttyOQ		744
2433	Geithnerův plán II	n-arbfLTCtI		749
2450	E2 E1 Sn1 Sn2 reakce - příklad 2	vinEPfrqfiU		186
2471	Společnosti a omezené ručení	VnTlKcIigyY		598
2487	Americké kupní opce	nnl3x1wo25g		236
2488	Roční procentní sazba nákladů (RPSN) a efektivní roční procentní sazba nákladů	RuPMsK0mQC8		236
2515	Renaud Laplanche - zakladatel Lending Club 2	5SHOKpT2bwg		236
2517	Speciální případy soustav lineárních rovnic	5qkyuHIE2GM		918
2519	Zjednodušení výrazu s exponentem	tdO4UOLW9d8		130
2525	Dva způsoby jak pojmout součin zlomku a celého čísla	HiNrFT280_Y		174
2538	Příklady: Věk a výška	UKYjhM_c_7s		297
2558	Calvin Carter 2 - Bottle Rocket Apps	qnKxHDBok4A		111
2563	Odkup s pomocí vypůjčeného kapitálu (Leveraged Buyout)	LVMLs2z1JYg		336
2564	Otevřené podílové fondy	zqRxV9ICn4I		579
2600	Vyjádření projekce na přímku jako součin matice vektoru	JK-8XNIoAkI		1001
2601	Úvod do daňových odpočtů	GypHy3gnG5E		210
2602	"Beth Schmidt, Wishbone.org - 3. část"	waqE7cI1LxE		170
2603	"LaKeshia Grant, CEO & zakladatelka Virtual Enterprise Architects"	yC3vsJJIcE0		216
2604	"Beth Schmidt, Wishbone.org - 2. část"	YjGE-sZhxHQ		149
2607	"Jason Christiansen, President & CEO, Rigid Industries - 2. část"	fXF6vm-6TBE		192
2608	"Renaud Laplanche, zakladatel Lending Club - 1. část"	GWsVTu1rgUo		197
2609	Penzijní závazky	qBYa_QOWuaE		607
2610	Časová hodnota peněz	733mgqrzNKs		497
2611	Krátkodobé ceny ropy	ZxtlcZ-d90o		670
2620	Warby Parker - 3. část	wfY2vx3P0cE		177
2621	Toby Rush - 2. část	Etx366BN34g		164
2627	Účet 261 - Peníze na cestě 2	xi9kOLtU-l0		323
2635	Warby Parker - 1. část	K9RPyi0klYo		180
2636	Warby Parker - 2. část	Q94h1W5H1Nk		141
2637	Calvin Carter - 3. část	TLU9Hdt14Kc		183
2677	Určení limity pomocí dělení mnohočlenu mnohočlenem	rU222pVq520		236
2681	Rizika a výhody očkování proti chřipce	2h09oj26_H0		776
2690	Typy neurotransmiterů	FXYX_ksRwIk		526
2691	"Kýchání, kašel a škytavka"	V2vR5_B6C5I		520
