id	title	youtube_id	youtube_id_original	duration	Block ID	Block title
1318	"Přehled: B buňky,  CD4  T buňky a CD8  T buňky"	xaz5ftvZCyI	""	667	311	Imunitní systém
1181	Cytotoxické T buňky	oqI4skjr6lQ	""	607	311	Imunitní systém
1520	Pomocné T-buňky	uwMYpTYsNZM	""	1234	311	Imunitní systém
1233	Profesionální antigen prezentující buňky (APC) a MHC II komplexy	j_kSmmEpvQk	""	693	311	Imunitní systém
455	B lymfocyty (B buňky)	Z36dUduOk1Y	""	853	311	Imunitní systém
1143	Typy imunitních odpovědí: Vrozená a získaná. Látková a buněčná.	rp7T4IItbtM	""	487	311	Imunitní systém
1520	Pomocné T-buňky	uwMYpTYsNZM	""	1234	217	Imunologie
1144	Úloha fagocytů ve vrozené či nespecifické imunitě	O1N2rENXq_Y	""	980	217	Imunologie
1143	Typy imunitních odpovědí: Vrozená a získaná. Látková a buněčná.	rp7T4IItbtM	""	487	217	Imunologie
1181	Cytotoxické T buňky	oqI4skjr6lQ	""	607	217	Imunologie
1318	"Přehled: B buňky,  CD4  T buňky a CD8  T buňky"	xaz5ftvZCyI	""	667	217	Imunologie
2320	Jak bílé krvinky obíhají po těle	LXFQG4Ugreo	""	528	217	Imunologie
1283	Zánětlivá reakce	FXSuEIMrPQk	""	875	217	Imunologie
455	B lymfocyty (B buňky)	Z36dUduOk1Y	""	853	217	Imunologie
1233	Profesionální antigen prezentující buňky (APC) a MHC II komplexy	j_kSmmEpvQk	""	693	217	Imunologie
2165	Genetické změny chřipky	-J--4Jc5FB0	""	462	133	Infekce a očkování
1065	Vakcíny a mýtus o autismu - 1. část	u6gpw_Deth8	""	591	133	Infekce a očkování
882	Když virus chřipky zaútočí!	MNKXq7c3eQU	""	433	133	Infekce a očkování
2164	Rizika a výhody očkování proti chřipce	2X3sLszx8bQ	""	254	133	Infekce a očkování
2133	2 druhy vakcíny proti chřipce	CwBmIHzmfcY	""	469	133	Infekce a očkování
2117	Patofyziologie chřipky	sZWP9b6u_5o	""	174	133	Infekce a očkování
1561	Jak vzniká očkování proti chřipce	Xn29pt5159k	""	557	133	Infekce a očkování
1445	Vakcíny a mýtus o autismu - 2. část	HGb9m1dbNdM	""	541	133	Infekce a očkování
1266	Co je tuberkulóza?	wV1pllyOaj8	""	747	133	Infekce a očkování
1385	5 běžných výmluv k očkování proti chřipce	wDghWK_Rr_E	""	479	133	Infekce a očkování
1259	Příznaky chřipky a její diagnóza	jYhnlqE1cJY	""	267	133	Infekce a očkování
1251	Epidemie chřipky	mbbk7oehP1Y	""	161	133	Infekce a očkování
1115	Bakteriální meningitida	CnXuSCaCNBo	""	737	133	Infekce a očkování
2374	Tuberkulóza a HIV	S8s-g7KZR50		537	133	Infekce a očkování
2301	Primární a sekundární tuberkulóza	3Em2Zzn796Q	""	619	133	Infekce a očkování
2300	Výmluvy k očkování proti chřipce	3YBirle0jII	""	208	133	Infekce a očkování
2211	Plicní tuberkulóza	tp_qdvgXtVc	""	738	133	Infekce a očkování
2178	Epidemiologie tuberkulózy	56tSt0TpnAk	""	367	133	Infekce a očkování
1205	Vztah mezi rozvahou a výsledovkou	hZvjH3Az87A	""	221	158	Inflace
2359	Inflace	-Z5kkfrEc8I		541	158	Inflace
324	Co je to inflace	yahEP620480	""	210	158	Inflace
1166	Peněžní princip v účetnictví	FfdpupKByiU	""	239	158	Inflace
1154	Akruální princip v účetnictví	NNhyZFHAzaA	""	291	158	Inflace
373	Index spotřebitelských cen	pRIELoITIHI	""	929	158	Inflace
374	Rozumná inflace v dobré ekonomice	Z_DcXewHHA8	""	175	158	Inflace
1223	Základní výkaz cash flow	Mioqyv_IW3E	""	224	158	Inflace
93	Stagflace	bTz_tx460EY	""	176	158	Inflace
1242	Příklad s rostoucími závazky z obchodního styku	57gz50uTPqM	""	245	158	Inflace
356	Hyperinflace	AC_kjcuHpZw	""	242	158	Inflace
940	Reálná hodnota v účetnictví	s-5_H3z-Cv0	""	177	158	Inflace
357	Reálný a nominální výnos	cNm196bVE5A	""	191	158	Inflace
358	Vztah mezi nominálním a reálným výnosem a inflací	6ycEasF48zI	""	225	158	Inflace
779	Ekonomika továrny na cupcaky	XDIBJyNnLOU	""	673	158	Inflace
781	Ekonomika továrny na cupcaky - 2. část	-LTXzYXaAuk	""	697	158	Inflace
780	Ekonomika továrny na cupcaky - 3. část	8x1-TeDxblU	""	778	158	Inflace
783	"Inflace, deflace & využití kapacity"	LXrPdFn7Gn4	""	752	158	Inflace
784	"Inflace, deflace & vytížení kapacity - 2. část"	cugQ4z4cJF8	""	709	158	Inflace
792	Inflace & deflace - 3. část: Obamův stimulační plán	sZRkERfzzn4	""	800	158	Inflace
858	Deflace	FPh6EDv0Eew	""	191	158	Inflace
789	Ceny řídí spíš rychlost peněz než kvantita	stfSnPaaK04	""	211	158	Inflace
377	Deflační spirála	snX4Wf7PGts	""	231	158	Inflace
789	Ceny řídí spíš rychlost peněz než kvantita	stfSnPaaK04	""	211	252	Inflace: měření životních nákladů
377	Deflační spirála	snX4Wf7PGts	""	231	252	Inflace: měření životních nákladů
356	Hyperinflace	AC_kjcuHpZw	""	242	252	Inflace: měření životních nákladů
1860	Základy míry nezaměstnanosti	9DGbDx5xQNo	""	578	252	Inflace: měření životních nákladů
2015	Phillipsova křivka	v7ZWTZ9NgU4	""	527	252	Inflace: měření životních nákladů
1924	Úvod do inflace	AaR1mPrdbTc	""	452	252	Inflace: měření životních nákladů
2094	Skutečný CPI-U (index spotřebitelských cen pro městské spotřebitele) spotřební koš	-JTw7gNwT6Y	""	448	252	Inflace: měření životních nákladů
357	Reálný a nominální výnos	cNm196bVE5A	""	191	252	Inflace: měření životních nákladů
358	Vztah mezi nominálním a reálným výnosem a inflací	6ycEasF48zI	""	225	252	Inflace: měření životních nákladů
858	Deflace	FPh6EDv0Eew	""	191	252	Inflace: měření životních nákladů
93	Stagflace	bTz_tx460EY	""	176	252	Inflace: měření životních nákladů
2577	Výpočet plochy pod křivkou - aplikovaná úloha 2	6FTiHeius1c		447	369	Integrální počet
2169	Objem rotačního tělesa užitím určitého integrálu	btGaOTXxXs8	""	541	369	Integrální počet
1196	Integrál z přirozeného logaritmu - per partes	iw5eLJV0Sj4	""	230	369	Integrální počet
179	Dvojité integrály 3	z8BM6cHifPA	""	483	369	Integrální počet
257	Neurčitý integrál nebo primitivní funkce	xRspb-iev-g	""	567	369	Integrální počet
1734	Křivkový integrál a vektorové pole	t3cJYNdQLYg	""	1007	369	Integrální počet
3288	"Jak poznat, že funkce inverzní nejsou?"	PJIL0kRHND0		252	414	Inverzní funkce
3287	Jsou zadané funkce inverzní?	8GEGnSEJA2s		401	414	Inverzní funkce
3286	Jak najdeme inverzní funkci? 2	VzWxvDe8TUQ		422	414	Inverzní funkce
3259	Jak najdeme inverzní funkci?	JBqYTuA_WgE		277	414	Inverzní funkce
3285	Úvod do inverzních funkcí	KzaPBzFFLRM		379	414	Inverzní funkce
1025	Otevřený podílový fond (1. část)	DzYwB3uSU-c	""	242	160	Investiční nástroje
1035	Veřejně obchodované fondy alias Exchange Traded Funds (ETF)	SFdsY9Rdh6w	""	302	160	Investiční nástroje
1241	Otevřené podílové fondy	Dy6SAdpAc8I	""	597	160	Investiční nástroje
1050	401(k) a tradiční IRA	YPP9igBVdkg	""	557	160	Investiční nástroje
1041	Ponziho schéma	5UVpLPtgdF4	""	702	160	Investiční nástroje
1049	Roth inidividuální důchodové účty (IRA)	HbQ2kmhIlHo	""	1009	160	Investiční nástroje
1042	Tradiční individuální důchodové účty (IRA)	2K0ubOpyZt8	""	822	160	Investiční nástroje
1067	Strategie hedgeového fondu - Fúzová arbitráž 1	3qP8OOr7pfI	""	301	160	Investiční nástroje
1064	Strategie hedgeového fondu - dlouhá - krátká - část 2	5UUa0V-MAqI	""	271	160	Investiční nástroje
1063	Strategie hedgeového fondu - dlouhá krátká - část 1	nTco9qQ2elM	""	215	160	Investiční nástroje
1062	"Hedgeové fondy, rizikový kapitál a soukromý kapitál"	bLQBbA8yh7c	""	174	160	Investiční nástroje
1034	Uzavřené podílové fondy	VpVu25KhozQ	""	292	160	Investiční nástroje
1033	Odkupy otevřených podílových fondů	nW1rxuQft1o	""	349	160	Investiční nástroje
1043	Termínované a životní pojištění 1	r4NxMVZf6s4	""	899	160	Investiční nástroje
2328	Termínované a životní pojištění 2	MYkR32QOdg0	""	157	160	Investiční nástroje
1056	Úvod k hedgeovým fondům	Qb7tbWuDc2U	""	212	160	Investiční nástroje
1058	Struktura hedgeového fondu a poplatky	EX1eFeaTiYM	""	411	160	Investiční nástroje
1103	"Robert Campin, Ježíš a Panna Marie,kolem 1430-35"	Axox0C6aoTo	""	183	297	Italská renesance
928	"Michelangelo, Mojžíš, ca. 1513-15"	pnBbFIxCIGw	""	252	297	Italská renesance
1158	"Michelangelo, Pietà, 1498-1500"	JbWGusfynCw	""	219	297	Italská renesance
824	"Michelangelo, Strop Sixtinské kaple, 1508-12"	gqrgWXAS9O8	""	1323	297	Italská renesance
1169	"Michelangelo, Umírající otrok a Vzpurný otrok, 1513-15"	h44bnIGogu8	""	197	297	Italská renesance
1619	"Následník Bernarda Daddiho - The Aldobrandini Triptych, 1336"	TKfJ2444F6s	""	268	297	Italská renesance
1182	"Verrocchio (s Leonardem), Křest Krista, 1470-75"	3YMEIjHl9og	""	261	297	Italská renesance
1682	"Campin, Mérodský oltář, 1425-28"	WdDzs70Txjs	""	347	297	Italská renesance
1261	"Brunelleschi & Ghiberti, Obětování Izáka, soutěžní desky, 1401-2"	uvgBSJPiQ8Y	""	325	297	Italská renesance
1695	"Brunelleschi, Kopule dómu Santa Maria del Fiore, 1420-36"	TQ8F_yPwqzA	""	352	297	Italská renesance
850	"Botticelli, Zrození Venuše, 1483-85"	tdp22elrY7s	""	240	297	Italská renesance
1614	"Raphael, Aténská škola,  1509-1511"	Smd-q44ysoM	""	642	297	Italská renesance
1386	"Rafael, La belle jardinière, 1507"	sv9CHsd546Q	""	176	297	Italská renesance
355	Leonardo da Vinci - Mona Lisa	wei7uUtM4YE	3kQ_p2EZX4Q	536	297	Italská renesance
1733	"Donatello, Svatý Marek, 1411-13"	A8GQfq3U96M	""	335	297	Italská renesance
838	"Duccio, Madona s dítětem, 1300 n.l."	0d9TB0DAOyY	""	286	297	Italská renesance
311	"Duccio, Maesta (zadní část), 1308-11"	w6Tgu14VSLY	""	250	297	Italská renesance
2150	"Duccio, Rucellaiská  Madona, 1285-86"	1JL5ZR-ocOs	""	256	297	Italská renesance
1558	"Fra Angelico, Zvěstování, 1438-47 n.l."	3B-V_pG3HPQ	""	697	297	Italská renesance
1263	"Fra Angelico, Zvěstování a Život Panny Marie (v pradele), kolem roku 1426"	6lH7zWK_SAg	""	220	297	Italská renesance
856	"Giorgione, Tři filozofové, okolo roku 1506"	RD_Mh_SDz3s	""	259	297	Italská renesance
920	"Giorgione,Uctívání Pastýřů, 1505/10"	M0Nf2Osgwkc	""	225	297	Italská renesance
1118	"Giotto, Madonna, 1306-10"	P9s3YA-glNk	""	245	297	Italská renesance
1208	"Giotto, kaple Arena (Scrovegni), Padova, asi 1305 (Část 1. ze 4)"	47QgqdeSi0U	""	297	297	Italská renesance
973	"Bazilika sv. Petra, Vatikán, započato 1506, dokončeno 1626"	R5UK0dEFSoM	""	268	297	Italská renesance
1096	"Ikona svatého Jiří ( ""Černý Jiří""), pozdní 14. století"	OdRBzITeIcs	""	251	297	Italská renesance
725	"Rafael: Madona se stehlíkem, 1505-6"	jHN0BfowL7s	""	207	297	Italská renesance
1751	"Leonardo,Panna a dítě se sv. Annou a sv. Janem, 1499-1500"	L4F2lgyi7FA	""	244	297	Italská renesance
981	"Lineární perspektiva: Brunelleschiho experiement , 1420"	bkNMM8uiMww	""	256	297	Italská renesance
2366	"Lorenzetti, Alegorie spravedlivé vlády a Důsledky dobré  a špatné vlády, 1337-40"	jk3wNadYA7k		618	297	Italská renesance
1366	"Ambrogio Lorenzetti,  Uvedení Krista do chrámu, 1342"	_lzdhIHLwcQ	""	147	297	Italská renesance
1145	"Leonardo da Vinci, Klanění tří králů 1481.mov"	QxNqWZPzsGw	""	276	297	Italská renesance
1712	Leonarda da Vinci's - Dopis Vévodovi z Milána	URcpchlTNBY	""	197	297	Italská renesance
1080	"Leonardo, Poslední večeře, 1495-98"	iV6_wTrkd70	""	460	297	Italská renesance
2266	"Donatello, Máří Magdalena, 1455"	-UZuG3XpAd0	""	246	297	Italská renesance
1260	"Masaccio, Madona s dítětem, 1426"	6LurHwFfrIA	""	330	297	Italská renesance
1646	"Masaccio, Peníz daně, 1427"	oDPNSPbjzQ8	""	484	297	Italská renesance
1255	"Masaccio, Svatá Trojice, kolem r. 1427"	Kl4Dcj9o570	""	517	297	Italská renesance
2142	"Andrea Mantegna, Svatý Šebastián, 1456-59"	y1_N1GAsS5I	""	185	297	Italská renesance
617	"Michelangelo, David, 1501-04, mramor"	-oXAekrYytA	""	341	297	Italská renesance
1659	"Michelangelo, Laurentinská knihovna, 1524-71"	tUOKkeEOkXk	""	478	297	Italská renesance
848	"Donatello, David, bronz, 40. léta 15. století"	6kUUJJV_MNA	""	444	297	Italská renesance
1593	"Rafael, Zasnoubení Panny Marie, 1504"	H_Guv2Mk1E0	""	304	297	Italská renesance
2363	Ansel Adams: Fotografie Moonrise	_Pe9gsbSqLI		105	335	J. P. Getty Museum
2173	Ansel Adams: Vizualizace fotografie	n-ZCEXWdIMg	""	85	335	J. P. Getty Museum
2146	Cirkusové kresby Henriho Toulouse-Lautreca	_Ucdj37XOHk	""	133	335	J. P. Getty Museum
1462	Fotografie	FtUekmRNi8M	""	185	335	J. P. Getty Museum
1364	Konzervace maleb	Goi6mjtB5oE	""	290	335	J. P. Getty Museum
1873	Konzervace starých kreseb mistrů: Snaha o nalezení rovnováhy	Qw6NOFJCI8Q	""	250	335	J. P. Getty Museum
1716	Modrý zloduch	OC0oM6_O8QM	""	119	335	J. P. Getty Museum
1450	Proces mumifikace	-MQ5dL9cQX0	""	164	335	J. P. Getty Museum
1455	Příšera s hady místo vlasů	Rm6LkuZfEis	""	94	335	J. P. Getty Museum
2212	Rytířství ve středověku	T7j0V1AHvBU	""	158	335	J. P. Getty Museum
1861	Struktura středověkého rukopisu	HKBJkf2xbqI	""	129	335	J. P. Getty Museum
2108	Technika zpracování skla: mozaikové sklo	5qgtWunYHwQ	""	171	335	J. P. Getty Museum
1992	Tesání mramoru pomocí tradičních nástrojů	PWUuGDovHEI	""	168	335	J. P. Getty Museum
1454	Zuřící ale roztomilá mořská nestvůra	-fUGOHkAMN4	""	83	335	J. P. Getty Museum
1454	Zuřící ale roztomilá mořská nestvůra	-fUGOHkAMN4	""	83	110	J.P.Getty Muzeum
1455	Příšera s hady místo vlasů	Rm6LkuZfEis	""	94	110	J.P.Getty Muzeum
1716	Modrý zloduch	OC0oM6_O8QM	""	119	110	J.P.Getty Muzeum
2173	Ansel Adams: Vizualizace fotografie	n-ZCEXWdIMg	""	85	110	J.P.Getty Muzeum
2212	Rytířství ve středověku	T7j0V1AHvBU	""	158	110	J.P.Getty Muzeum
2146	Cirkusové kresby Henriho Toulouse-Lautreca	_Ucdj37XOHk	""	133	110	J.P.Getty Muzeum
2363	Ansel Adams: Fotografie Moonrise	_Pe9gsbSqLI		105	110	J.P.Getty Muzeum
1992	Tesání mramoru pomocí tradičních nástrojů	PWUuGDovHEI	""	168	110	J.P.Getty Muzeum
1450	Proces mumifikace	-MQ5dL9cQX0	""	164	110	J.P.Getty Muzeum
1873	Konzervace starých kreseb mistrů: Snaha o nalezení rovnováhy	Qw6NOFJCI8Q	""	250	110	J.P.Getty Muzeum
1364	Konzervace maleb	Goi6mjtB5oE	""	290	110	J.P.Getty Muzeum
1861	Struktura středověkého rukopisu	HKBJkf2xbqI	""	129	110	J.P.Getty Muzeum
1462	Fotografie	FtUekmRNi8M	""	185	110	J.P.Getty Muzeum
2108	Technika zpracování skla: mozaikové sklo	5qgtWunYHwQ	""	171	110	J.P.Getty Muzeum
84	Salman Khan na konferenci TED	gM95HHI4gLk	""	1228	443	Khan Academy a její mise
1091	Salman Khan o třídách budoucnosti	h8GfMq4-K6g	""	156	443	Khan Academy a její mise
1172	Salman Khan popisuje třídy budoucnosti s kombinovanou výukou	vwyOv7PiC40	""	201	443	Khan Academy a její mise
1007	Příklad na ideální plyn	UekR9J31a2o	""	482	181	Kinetická teorie plynů
752	Kelvinova stupnice a ideální plyn	HvYUKRMT0VI	""	625	181	Kinetická teorie plynů
812	Moly a ideální plyn	5B1i26dUwME	""	614	181	Kinetická teorie plynů
749	Rovnice ideálního plynu	x34OTtDE5q8	""	618	181	Kinetická teorie plynů
249	Molekulární teorie plynů	tQcB9BLUoVI	""	590	181	Kinetická teorie plynů
1054	"John Singleton Copley, Chlapec s létající veverkou (Henry Pelham), 1765"	60u_ctp6UIw	""	259	314	Klasicismus
1138	"Élisabeth-Louise Vigee Le Brun, Madame Perregaux, 1789"	6V9x0d5wRpI	""	104	314	Klasicismus
1675	"David, Liktoři přinášející Brutovi mrtvoly jeho synů, 1789"	UQiNvDOJi0c	""	254	314	Klasicismus
544	"Girodet, Spánek Endymionův, 1791"	2B68DWcOLj0	""	169	314	Klasicismus
815	Harmonický pohyb: popis pomocí diferenciálního počtu	xoUppFlif04	""	586	214	Kmitavý pohyb
811	Úvod do harmonického pohybu	Nk2q-_jkJVs	""	604	214	Kmitavý pohyb
1009	Harmonický pohyb bez diferenciálního počtu	oqBHBO8cqLI	""	584	214	Kmitavý pohyb
1581	Tři panny při pěti hodech mincí	udG9KhNMKJw	""	412	80	Kombinatorika
971	Příklad 4 (kombinace): pravděpodobnost výhry v loterii	DIjlllgq3dc	""	310	20	Kombinatorika
526	Příklad 5: házení mincí	3_otNr9kRuY	""	129	20	Kombinatorika
1402	Pravděpodobnost výhry jackpotu v Mega Millions loterii	gyqodNhM3EU	""	330	80	Kombinatorika
1459	Problém narozeninové pravděpodobnosti	9G0w61pZPig	""	797	80	Kombinatorika
398	Variace	XqQTXW7XfYA	""	611	20	Kombinatorika
844	Kombinace	bCxMhncR7PU	""	616	20	Kombinatorika
847	Příklad 1 (variace): výběr barev	oQpKtm5TtxU	""	225	20	Kombinatorika
911	Příklad 2 (variace): výběr osob	v9NLtiVt3XY	""	139	20	Kombinatorika
1574	Příklad 3 (variace): výběr osob podruhé	l9ft9jpriNA	""	143	20	Kombinatorika
756	Příklad: sada karet	SbpoyXTpC84	""	463	80	Kombinatorika
910	Příklad: možné výsledky při hodu třemi mincemi	3UlE8gyKbkU	""	134	80	Kombinatorika
484	Komparativní výhoda a absolutní výhoda	xN3UV5FsBkU	""	616	237	Komparativní výhoda
1895	Specializace v komparativní výhodě a zisky z obchodu	xx9xNJlPOJo	""	536	237	Komparativní výhoda
1953	"John Baldessari, Už nebudu dělat nudné umění, 1971"	gO49s8WlUis	""	215	324	Konceptuální umění
1139	"Beuys, Stůl s akumulátorem (Tisech mit Aggregat), 1958-85"	4QwfrTNuwE4	""	255	324	Konceptuální umění
1859	Marina Abramović: Tělo jako prostředek	OUrwdqwzqMU	""	101	324	Konceptuální umění
2175	Marina Abramović - Co je umění performance?	FcyYynulogY	""	116	324	Konceptuální umění
3560	Počet možných reálných kořenů mnohočlenu	_HFTRQRpzFM		226	427	Kořeny mnohočlenů
3427	Určení grafu podle kořenů	uFZvWYPfOmw		327	427	Kořeny mnohočlenů
3559	Kvadratická funkce a základní věta algebry	zNxEVaRbdus		395	427	Kořeny mnohočlenů
3558	Základní věta algebry	d8-LO6FCna0		334	427	Kořeny mnohočlenů
3561	Hledání kořenů nulových polynomů - alternativní postup	HJgjAZ7JkHQ		180	427	Kořeny mnohočlenů
3433	Hledání kořenů nulových polynomů	x9lb_frpkH0		549	427	Kořeny mnohočlenů
2674	Krevní skupiny	Nnqp_3HMlDU		533	288	Krev
2320	Jak bílé krvinky obíhají po těle	LXFQG4Ugreo	""	528	128	Krev
1564	Hemoglobin a hematokrit plodu	SqE5S1qS7ZU	""	872	128	Krev
2314	Sekundární hemostáza	y0sk8LG4mWQ	""	237	128	Krev
328	Hemoglobin přenáší O2 a CO2	QP8ImP6NCk8	""	898	128	Krev
607	Z čeho se skládá krev?	5MOn8X-tyFw	""	669	128	Krev
1564	Hemoglobin a hematokrit plodu	SqE5S1qS7ZU	""	872	288	Krev
2314	Sekundární hemostáza	y0sk8LG4mWQ	""	237	288	Krev
539	Červené krvinky	fLKOBQ6cZHA	""	990	288	Krev
2673	Co je to leukémie?	IB3iJUuxt1c		459	288	Krev
1490	Hemoglobin	LWtXthfG9_M	""	874	288	Krev
607	Z čeho se skládá krev?	5MOn8X-tyFw	""	669	288	Krev
328	Hemoglobin přenáší O2 a CO2	QP8ImP6NCk8	""	898	288	Krev
2685	Co je to anémie?	Ty6TfxCYPQI		494	288	Krev
2675	Rodokmen krevních buněk	ddifthdMNVc		484	288	Krev
3019	Příklad na aplikaci vět o trojúhelnících vepsaných do kružnice	T971zHhZ3S4		153	373	Kruhy a kružnice
954	Věta o trojúhelníku vepsaném do kružnice - speciální případ	b0U1NxbRU4w	""	335	373	Kruhy a kružnice
3023	Příklad na dopočet úhlů ve čtyřúhelníku vepsaném v kružnici	Y9cznjBl0Hk		298	373	Kruhy a kružnice
3024	Vlastnosti tečny ke kružnici	St3MU5i3chc		521	373	Kruhy a kružnice
3025	Vlastnosti tečny ke kružnici 2	pJABplruJIU		236	373	Kruhy a kružnice
3026	Příklad na výpočet úhlu s využitím vlastností těžnic	8vFhNhL-zm8		277	373	Kruhy a kružnice
3018	Věta o trojúhelníku vepsaném do kružnice	MyzGVbCHh5M		857	373	Kruhy a kružnice
3017	Středové a obvodové úhly	aNi1-zeEps8		80	373	Kruhy a kružnice
3016	Výpočet obsahu kruhové výseče z velikosti středového úhlu	u8JFdwmBvvQ		146	373	Kruhy a kružnice
3015	Výpočet délky oblouku z velikosti úhlu v radiánech	dtQyiDMoub4		159	373	Kruhy a kružnice
3027	Příklad 2 na výpočet úhlu s využitím vlastností těžnic	ZiqHJwzv_HI		227	373	Kruhy a kružnice
3033	Příklad na výpočet odvěsny pravoúhlého trojúhelníku	KjQ1KN5GgoE		154	373	Kruhy a kružnice
3028	Speciální případ kolmosti mezi poloměrem a tětivou	TgDk06Qayxw		500	373	Kruhy a kružnice
3034	Speciální případ kolmosti mezi poloměrem a tětivou 2	q7eF5Ci944U		417	373	Kruhy a kružnice
3007	Podobnosti kružnic	tcQjJssEMgo		95	373	Kruhy a kružnice
3008	Velikost úhlu v oblouku	_H4jllna_ec		327	373	Kruhy a kružnice
3029	Příklad na výpočet obsahu rovnostranného trojúhelníku vepsaného do kružnice	UmiZK6Hgm6c		699	373	Kruhy a kružnice
3009	Příklady na výpočet úhlu oblouků	GOA9XWEo7QI		396	373	Kruhy a kružnice
3010	Složitější příklady na výpočet úhlu oblouků	bsDu8VQKwxA		418	373	Kruhy a kružnice
3012	Výpočet středového úhlu při zadané délce oblouku	1BH2TNzAAik		138	373	Kruhy a kružnice
3011	Délka oblouku	tVcasOt55Lc		298	373	Kruhy a kružnice
3022	Vztah mezi protilehlými úhly ve čtyřúhelníku vepsaného v kružnici	LGnL17ESs3Q		236	373	Kruhy a kružnice
3021	Výpočet velikosti obvodového úhlu	h-_BDon5oes		130	373	Kruhy a kružnice
3020	Pokročilý příklad na aplikaci věty o trojúhelnících vepsaných do kružnice	pCLGpRaJfJ8		349	373	Kruhy a kružnice
2513	Bitcoin - Peněžní zásoba	JuWYLAtz3Y4	""	734	446	Kryptoměna Bitcoin
2046	Bitcoin - Zabezpečení blockchainů	8zgvzmKZ5vo	""	916	446	Kryptoměna Bitcoin
3792	"Bitcoin - Proof of work, doklad o práci"	9V1bipPkCTU	""	632	446	Kryptoměna Bitcoin
3791	Bitcoin - Transakční záznamy	9-9_v1wSPBQ	""	692	446	Kryptoměna Bitcoin
1910	Bitcoin - Co to je?	EA0LkCkvUeU	""	548	446	Kryptoměna Bitcoin
2016	Bitcoin - Digitální podpisy	Aq3a-_O2NcI	""	588	446	Kryptoměna Bitcoin
3740	Bitcoin - Transakční blockchain	QzDO44oZWtE	""	685	446	Kryptoměna Bitcoin
1945	Bitcoin - Kryptografická hašovací funkce	0WiTaBI82Mc	""	614	446	Kryptoměna Bitcoin
1914	Bitcoin - Přehled	Y-w7SnQWwVA	""	661	446	Kryptoměna Bitcoin
1290	"Picasso, The Reservoir, Horta de Ebro, 1909"	IXtreNuEC-Q	""	255	318	Kubismus
1747	"Sklenice, kytara a láhev,  Pablo Picasso, 1913"	-jXFckR2yoY	""	129	318	Kubismus
2370	"Braque, Le Viaduc à L'Estaque, ( Viadukt u L'Estaque), 1908"	j2-95i4pq9g		231	318	Kubismus
2263	"Raymond Duchamp-Villon, Kůň, 1914"	JAe14gwSvIU	""	229	318	Kubismus
968	"Pablo Picasso - Kytara, 1912-14"	bfy6IxsN_lg	""	257	318	Kubismus
3391	Úvod do kuželoseček	0A7RR0oy2ho		658	415	Kuželosečky
3393	Určení parametrů kružnice z jejího grafu	SLyM_-sQwMM		230	415	Kuželosečky
3603	Rovnice hyperboly a její graf - příklad 2	hnVFThmLW5Q		141	415	Kuželosečky
3642	Rovnice hyperboly a její graf - příklad	oO3nWnJppqg		315	415	Kuželosečky
3476	Rovnice elipsy a její graf - příklad	h5dIVNjVjXg		100	415	Kuželosečky
3032	Určení středové rovnice kružnice	iX5UgArMyiI		340	415	Kuželosečky
3394	Graf kružnice zadané obecnou rovnicí	XyDMsotfJhE		260	415	Kuželosečky
3468	Řídící přímka a vrchol paraboly - příklad	w56Vuf9tHfA		689	415	Kuželosečky
3442	Úvod do paraboly	pe8Dm_FUpdU		247	415	Kuželosečky
3395	Rovnice paraboly	okXVhDMuGFg		588	415	Kuželosečky
3031	Graf kružnice vyjádřené pomocí středové rovnice	thDrJvWNI8M		314	415	Kuželosečky
3441	Rovnice elipsy	_JrQF8Rkaio		215	415	Kuželosečky
3392	Sestrojení grafu kružnice dle zadaných parametrů	LDjMDIuTWtM		129	415	Kuželosečky
3213	Doplnění na čtverec	bNQY0z76M5A		846	390	Kvadratické rovnice a funkce
3215	Doplnění na čtverec - příklad 2	KouDAzYl_bc		379	390	Kvadratické rovnice a funkce
3212	Substituce	ZIqW_sXymrM		235	390	Kvadratické rovnice a funkce
1559	Doplnění na čtverec - příklad 3	TV5kDqiJ1Os	""	344	390	Kvadratické rovnice a funkce
1398	Doplnění na čtverec - příklad 4	6agzj3A9IgA	""	325	390	Kvadratické rovnice a funkce
1645	Doplnění na čtverec s proměnnou	VvuuRpJbbHE	""	202	390	Kvadratické rovnice a funkce
1088	Příprava k doplňování na čtverec	55G8037gsKY	""	663	390	Kvadratické rovnice a funkce
3210	Řešení kvadratické rovnice vytknutím odmocnin	VTlvg4wJ1X0		312	390	Kvadratické rovnice a funkce
1180	Jednoduchá kvadratická rovnice	RweAgQwLdMs	""	138	390	Kvadratické rovnice a funkce
1856	Diskriminant	i7idZfS8t8w	""	992	390	Kvadratické rovnice a funkce
3216	Diskriminant - příklad	iulx0z1lz8M		335	390	Kvadratické rovnice a funkce
2079	Kvadratická rovnice v základním tvaru	ty4Ohya4hdE	""	142	390	Kvadratické rovnice a funkce
3217	Diskriminant - příklad 2	CLrImGKeuEI		400	390	Kvadratické rovnice a funkce
3218	Diskriminant - příklad 3	_E3gx_yQhHQ		291	390	Kvadratické rovnice a funkce
1711	Znaménko diskriminantu	XUvKjC21fYU	""	299	390	Kvadratické rovnice a funkce
3099	Důkaz kvadratického vzorce	r3SEkdtpobo		464	390	Kvadratické rovnice a funkce
3219	Aplikace příkladu s kvadratickou rovnicí	OZtqz_xw0SQ		353	390	Kvadratické rovnice a funkce
