1066	Separovatelné diferenciální rovnice 2	xVWCfMe97ws	""	
1067	Strategie hedgeového fondu - Fúzová arbitráž 1	3qP8OOr7pfI	""	
1068	Náhodné předpovědi pro rok 2060	E4rbS0oxg30	""	
1069	Příklad: hledání „nejlepší“ regresní přímky	GAmzwIkGFgE	""	
1070	Rozumíme výkazům inflace	DK1lCc9b7bg	""	
1071	Úhly (část 3)	NLg6hfoKKlE	""	
1072	Jak proložit daty přímku	OhUkMQtBGmE	""	
1073	SOPA (Stop Online Piracy Act)  & PIPA	tzqMoOk9NWc	""	
1074	Záhada cen bydlení (1. část)	8IR5LefXVPY	""	
1075	Limity a nekonečno	a2Ia_ZlUCaQ	""	
1076	Co je to počítačová pamět?	Q4ihOCocaVw	""	
1077	"Jan Vermeer, Sklenice vína, 1661"	uvA6YY4yHtM	""	
1078	Co je to počítač?	Hj3fnXT07Rg	""	
1079	Seznámení s odmocninou	soQ8aOUnGJ8	ROIfbUQrSY4	https://cs.khanacademy.org/v/understanding-square-roots
1080	"Leonardo, Poslední večeře, 1495-98"	iV6_wTrkd70	""	
1081	Salman Khan na univerzitě v Rice	oipQBY7F4YY	""	
1082	Více o limitách v nekonečnu	KcqO1fX9b_I	""	
1083	Záchranný plán 1: Likvidita vs. platební schopnost	ZUEjRYe7MRk	""	
1084	Záchranný plán 2: Účetní hodnota	YJBqGM29_64	""	
1085	Záchranný plán 3: Účetní hodnota vs. tržní hodnota	TUOQZjotyAQ	""	
1086	Minimální rychlost nutná pro projetí smyčkou	wjZb3zPuoeA	""	
1087	Kvadratická funkce	dfoXtodyiIA	""	
1088	Příprava k doplňování na čtverec	55G8037gsKY	""	
1089	Rozklad ceny benzínu	1YYy0DEOpoU	""	
1090	Perryho poučky: Khan Academy	7w3DHilPtI4	""	
1091	Salman Khan o třídách budoucnosti	h8GfMq4-K6g	""	
1092	Přebytek výrobce	-V-Y5klejSg	""	
1093	Příklad: Výpočet odmocniny	oqHg0G1Xve0	EFVrAk61xjE	https://cs.khanacademy.org/v/approximating-square-roots
1094	Příklad: Vykrácení poměru do základního tvaru	p5nomPfUF9k	""	
1095	"Cranach starší, Adam a Eva, 1526"	g4XZGhnFOwM	""	
1096	"Ikona svatého Jiří ( ""Černý Jiří""), pozdní 14. století"	OdRBzITeIcs	""	
1097	Plovoucí směnné kurzy řešící obchodní nerovnováhu	wNYFJsC8TZE	""	
1098	Podhodnocování juanu	S-9iY1OgbDE	""	
1099	Podmíněná pravděpodobnost	xf3vfczoCho	""	
1100	Pergamonský oltář	L3SIooVHV8E	""	
1101	Kylix s Dionýsem	tTF5ZY6aitg	""	
1102	Archimédův zákon	vzID7ds600c	""	
1103	"Robert Campin, Ježíš a Panna Marie,kolem 1430-35"	Axox0C6aoTo	""	
1104	Pythagorova věta II	nMhJLn5ives	""	
1105	Jezdecká socha Marka Aurelia	D4nK5uXuPXM	""	
1106	Násobení a dělení lomených výrazů 1	3GL69IA2q4s	""	
1107	Záchranný plán 4: oceňování podle modelu vs. oceňování podle trhu	w_GZqhAR0I4	""	
1108	Záchranný plán 5: Splácení dluhu	I8BLj7cRM7c	""	
1109	Achilles a Aias hrající hru	k2fdtepbkz8	""	
1110	Měřítko: galaxie	rcLnMe1ELPA	""	
1111	Desková tektonika – Rozdíl mezi zemskou kůrou a litosférou	f2BWsPVN7c4	""	
1112	Měřítko velkého	5FEjrStgcF8	""	
1113	Příklad: Řešení soustavy eliminací	z1hz8-Kri1E	""	
1114	"Caspar David Friedrich, Mnich u moře, 1808 nebo 1810"	XkcHktjqI1s	""	
1115	Bakteriální meningitida	CnXuSCaCNBo	""	
1116	Rudý posuv	mx2M_ZKXM_c	""	
1117	"Jan Vermeer, Děvečka se džbánem mléka, 1662"	_38xl7p4VaM	""	
1118	"Giotto, Madonna, 1306-10"	P9s3YA-glNk	""	
1119	"Manet, Olympia, 1863 (vystavená 1865)"	bihBbqzL96Y	""	
1120	Řešení soustav rovnic substitucí 2	wB3QCk0MGuw	""	
1121	Součet dělitelů čísla 27 000	17st-s5gg10	""	
1122	Vesmír menší než pozorovatelný	0w9R_foNLrg	""	
1123	Flex Mex	GTwrVAbV56o	""	
1124	Znaky spojené s pohlavím	-ROhfKyxgCo	""	
1125	"Pieter Bruegel starší, Babylonská věž, 1563"	K6BKDveCd9w	""	
1126	Lidé a rostliny	lzWUG4H5QBo	""	
1127	Příklad: Sčítání 2 smíšených čísel	4TBVB4hLQhY	""	
1128	Gradient skalárního pole.	OB8b8aDGLgE	""	
1129	Záchranný plán 6: získání účasti na vlastním jmění	jDNalKBb3aA	""	
1130	"Dix, Portrét Sylvia von Harden, 1926"	sHkZWu9tgpw	""	
1131	"Hans Holbein mladší, Portrait of Henry VIII, 1540"	-wTI7EC-i30	""	
1132	Tři druhy svalové tkáně	bwOE1MEginA	""	
1133	"Řešení smyčky, část 1"	4SQDybFjhRE	""	
1134	Onemocnění srdce a infarkty	vYnreB1duro	""	
1135	"Friedrich, Procházka za soumraku, 1830-35"	xSnm3LNMXi0	""	
1136	Kosmologická časová osa 1	DRtLXagrMHw	""	
1137	"Khnopff,  Jeanne Kéfer, 1885"	cIpEZXOAn0I	""	
1138	"Élisabeth-Louise Vigee Le Brun, Madame Perregaux, 1789"	6V9x0d5wRpI	""	
1139	"Beuys, Stůl s akumulátorem (Tisech mit Aggregat), 1958-85"	4QwfrTNuwE4	""	
1140	"Jean-Baptiste Carpeaux​, Tanec, 1865-69"	3ZGmMTNyW0k	""	
1141	"Jan Van Eyck, Svatba manželů Arnolfiniových, 1434"	9ODhKqFaugQ	""	
1142	"Rosa Bonheur, Orba v Nivernais, 1849"	kOnzZHJYzb4	""	
1143	Typy imunitních odpovědí: Vrozená a získaná. Látková a buněčná.	rp7T4IItbtM	""	
1144	Úloha fagocytů ve vrozené či nespecifické imunitě	O1N2rENXq_Y	""	
1145	"Leonardo da Vinci, Klanění tří králů 1481.mov"	QxNqWZPzsGw	""	
1146	Záchranný plán 8: Systémové riziko	gX9aKDeAOz4	""	
1147	Záchranný plán 7: Banka jde do konkursu	MdIfefLcdoU	""	
1148	Náhodné veličiny	3v9w79NhsfI	""	
1149	Příklad: Sčítání 3 smíšených čísel	CfBYGFm5gPA	""	
1150	Příklady výpočtu HDP	BMNj7-Okclk	""	
1151	Základní Trojúhelníkové Důkazy Příklad 2	NDeDnfuoDQM	""	
1152	Poloměr pozorovatelného vesmíru	6nVysrZQnOQ	""	
1153	Čínská inflace	R_-V6usZJsc	""	
1154	Akruální princip v účetnictví	NNhyZFHAzaA	""	
1155	Průměrná rychlost při konstantním zrychlení	MAS6mBRZZXA	""	
1156	Mitotické fáze	LLKX_4DHE3I	""	
1157	"Venuše, 4. stol. př.n.l."	hXQa7psqSTY	""	
1158	"Michelangelo, Pietà, 1498-1500"	JbWGusfynCw	""	
1159	"Williem de Kooning, Žena I, 1950-52"	WEYKoJTIHcE	""	
1160	Vrstvy Země	4AxZ-6MOznY	""	
1161	"Turner, Otrokářská loď (Otrokáři házející přes palubu mrtvé a umírající, přicházející tajfun), 1840"	NoCW80MEGXY	""	
1162	Nacionalismus	hk_21n8ITqg	""	
1163	"Claude Monet, Topoly, 1891"	JCKshDyxjuw	""	
1164	Machovo číslo	VlaGxYjnoPY	""	
1165	Základy carry trade (forma spekulace na devizovém trhu)	8In5PK1yUAA	""	
1166	Peněžní princip v účetnictví	FfdpupKByiU	""	
1167	Celkový přebytek spotřebitele	RBUBIRtn0xQ	""	
1168	Přebytek spotřebitele - úvod	_6kwhF6hoqQ	""	
1169	"Michelangelo, Umírající otrok a Vzpurný otrok, 1513-15"	h44bnIGogu8	""	
1170	Důstojník na koni	IPJAi5zWu9U	""	
1171	Řešené příklady na výpočet obsahu a objemu	3A305Mhtkug	""	
1172	Salman Khan popisuje třídy budoucnosti s kombinovanou výukou	vwyOv7PiC40	""	
1173	Vstup Spojených států do první světové války	dHXzusNSF60	""	
1174	Úvod do protestantské reformace: Jak reformace začala	qTGJMnTWrrw	""	
1175	Substituční Metoda	uzyd_mIJaoc	""	
1176	Soustavy nelineárních rovnic	hjigR_rHKDI	""	
1177	Získání rovnice přímky ze zadané směrnice a bodu	efbKxtUXnwI	AqFwKecNaTk	https://cs.khanacademy.org/v/equation-of-a-line-1
1178	Příklad: Slovní úloha na sčítání smíšených čísel	o0arqcKC7QE	""	
1179	Exponenciální růst a rozklad	m5Tf6vgoJtQ	""	
1180	Jednoduchá kvadratická rovnice	RweAgQwLdMs	""	
1181	Cytotoxické T buňky	oqI4skjr6lQ	""	
1182	"Verrocchio (s Leonardem), Křest Krista, 1470-75"	3YMEIjHl9og	""	
1183	"Caspar David Friedrich, Osamocený strom, 1822"	YlhDUSntCI4	""	
1184	"Rodin, Brány pekla​, 1880-1917"	TgLTzYXg530	""	
1185	Úvod do problematiky vlnění	c38H6UKt3_I	""	
1186	Racionální nerovnice	ZjeMdXV0QMg	""	
1187	"Arbus, Chlapec s granátem jako hračka, 1962"	03vCPk3PyI8	""	
1188	"Annibale Carracci, Ukřižování, 1583"	7Hc08dgjLrM	""	
1189	Radiokarbonová metoda datování 1	8wYvKeSK1IY	""	
1190	"Giacometti, Palác ve 4 hodiny ráno, 1932"	3zU90x0OZ0Y	""	
1191	Desková tektonika – důkaz pohybu litosférických desek	6EdsBabSZ4g	""	
1192	Čínská centrální banka nakupuje dluhopisy	MN4SWiEEqKo	""	
1193	Myšlenka dělení	bbIjZA7hJzY	QI6x0KNxiCs	https://cs.khanacademy.org/v/the-idea-of-division
1194	Zrychlení při vzletu z letadlové lodi	VYgSXBjEA8I	""	
1195	Mezigalaktické měřítko	JiE_kNk3ucI	""	
1196	Integrál z přirozeného logaritmu - per partes	iw5eLJV0Sj4	""	
1197	Cvičení na normální rozdělení v Excelu	yTGEMoaWDCQ	""	
1198	Úvod do normálního rozdělení	hgtMWR3TFnY	""	
1199	"Cézanne, Zátiší s jablky, 1895-98 (MoMA)"	hH1a1v1JNAk	""	
1200	Základy analýzy v komplexním oboru	FwuPXchH2rA	""	
1201	SAT - příprava: Test 2 odd.3 část 1	0QvGgONYDeA	""	
1202	SAT - příprava: test 1 odd.3 část 2	uFfMl-wGOqA	""	
1203	Rozkládání na součin pomocí seskupování a vytýkání 2	MC-eg_tvmi0	d-2Lcp0QKfI	https://cs.khanacademy.org/v/factoring-trinomials-by-grouping-6
1204	Násobení mnohočlenů	fGThIRpWEE4	""	
1205	Vztah mezi rozvahou a výsledovkou	hZvjH3Az87A	""	
1206	SAT - příprava: Test 1 odd. 6 část 2	EWsVUf6ZFgw	""	
1207	Vysvětlení méněcenných statků	TAhRoJB34nw	""	
1208	"Giotto, kaple Arena (Scrovegni), Padova, asi 1305 (Část 1. ze 4)"	47QgqdeSi0U	""	
1209	Hexaflexagony 2	paQ10POrZh8	""	
1210	Definice funkce - příklad 2	5cK86VKoBPw	""	
1211	Body na číselné ose	qW-Ce44ll0Q	""	
1212	Příklad 3: Porovnání desetinných čísel	D8i2IRSEXZA	f8B2dBQn3_U	
1213	Záchranný plán 10: Morální hazard	roap32sTgPk	""	
1214	Záchranný plán 9: Paulsonův plán	eBYbnYNl0rw	""	
1215	CNN: porozumění krizi	_ZAlj2gu0eM	""	
1216	SAT - příprava: Test 2 odd. 3 Část 2	jG_R8MyQ53U	""	
1217	Desková tektonika – vlastnosti divergentních rozhraní litosférických desek	FK1s1-OJ5BE	""	
1218	Mocniny imaginární jednotky	QiwfF83NWNA	""	
1219	Příklad: Dělení 2 smíšených čísel	51-U-Jkq79A	""	
1220	"Jednorožec v zajetí, 1495-1505"	26WASJHF46A	""	
1221	Pokročilejší poměrové úlohy	PASSD2OcU0c	""	
1222	Fotosyntéza	-rsYk4eCKnA	""	
1223	Základní výkaz cash flow	Mioqyv_IW3E	""	
1224	CA Algebra I: Doplnění na čtverec	8M4c8TB3Cdc	""	
1225	Základy arbitráže.	AuCH7fHZsZ4	""	
1226	Úvod do Newtonových gravitačních zákonů	391txUI76gM	""	
1227	Konstantinův oblouk	mK9y-sPn_AY	""	
1228	Desková tektonika – vlastnosti konvergentních rozhraní litosférických desek	Y0eWnOZpSpQ	""	
1229	Binomické rozdělení 1	O12yTz_8EOw	""	
1230	Binomické rozdělení 3	vKNpQ_KTXvE	""	
1231	Binomické rozdělení 2	FI8xtVaI068	""	
1232	Příklad: Rovnice s neznámou ve jmenovateli	Z7C69xP08d8	""	
1233	Profesionální antigen prezentující buňky (APC) a MHC II komplexy	j_kSmmEpvQk	""	
1234	Efektivita algoritmů	98Wc6IoFpoc	""	
1235	Řešení slovní úlohy pomocí lineární rovnice	Y0ObCprAoWo	roHvNNFXr4k	https://cs.khanacademy.org/v/basic-linear-equation-word-problem
1236	Řešení slovních úloh 2 - soustavy rovnic	s1QN7sSfBM8	""	
1237	"Tepny, tepénky, žilky a žíly"	iqRTd1NY-pU	""	
1238	"Claude Monet, Gare St. Lazare, 1877"	sYQ5CSyACpc	""	
1239	Záchranný plán 11: Proč mohou mít tyhle zajištěné dluhové obligace nulovou hodnotu	RkIM0Mbc8YQ	""	
1240	Čína kupuje dluhopisy USA	Dfkq9SOWxY8	""	
1241	Otevřené podílové fondy	Dy6SAdpAc8I	""	
1242	Příklad s rostoucími závazky z obchodního styku	57gz50uTPqM	""	
1243	Konvekční proudy v zemském plášti	f8GK2oEN-uI	""	
1244	"Bellini & Titian, Sešlost bohů, 1514 a 1529"	Mx59hYSFCeA	""	
1245	Transponování matice	2t0003_sxtU	""	
1246	Glykolýza	FE2jfTXAJHg	""	
1247	"Mark Rothko, No. 3/No. 13, 1949"	FnkATpF4O2Q	""	
1248	První termodynamický zákon a vnitřní energie	Xb05CaG7TsQ	""	
1249	Příklady: Dělení se zápornými zlomky	wZNOJT_wXf0	H0q9Fqb8YT4	https://cs.khanacademy.org/v/examples-of-dividing-negative-fractions
1250	"Tizian, Bakchus a Ariadna, 1523-24"	bYyxwxEqTQo	""	
1251	Epidemie chřipky	mbbk7oehP1Y	""	
1252	Čtyři Buddhové v Americkém přírodovědném muzeu	kHt6BgHxa8o	""	
1253	Písemné násobení: 2-ciferné krát 1-ciferné číslo s přechodem	FFr36Z9VLuQ	SfxULALs_u8	
1254	Úvod do testů prvočíselnosti	Zfv8QMfa27Q	""	
1255	"Masaccio, Svatá Trojice, kolem r. 1427"	Kl4Dcj9o570	""	
1256	Spočítání předmětů s pomocí násobení 2	Sdy92hhXK_w	vfMx9-rJXuo	
1257	Laplaceova transformace 1	OiNh2DswFt4	""	
1258	Kladné a záporné exponenty	JUGmviJC_pk	""	
1259	Příznaky chřipky a její diagnóza	jYhnlqE1cJY	""	
1260	"Masaccio, Madona s dítětem, 1426"	6LurHwFfrIA	""	
1261	"Brunelleschi & Ghiberti, Obětování Izáka, soutěžní desky, 1401-2"	uvgBSJPiQ8Y	""	
1262	Základy dýchání	qel8yujGuZM	""	
1263	"Fra Angelico, Zvěstování a Život Panny Marie (v pradele), kolem roku 1426"	6lH7zWK_SAg	""	
1264	"Andy Warhol, plechovky Campbellovy polévky: Proč je to umění?"	SdbOrNLcC0I	""	
1265	Písemné násobení: 3ciferné krát 1ciferné číslo	c2Tkj-bStW4	4BtXvopHXI8	
1266	Co je tuberkulóza?	wV1pllyOaj8	""	
1267	Příklady na organické názvosloví 3	Se-ekDNhCDk	""	
1268	Příklad na názvosloví cykloalkanů	25axjMBeMxE	""	
1269	"4 změny v životním stylu, které pomáhají se snížením hypertenze"	Y2B6j7poiKI	""	
1270	Důkaz (pokročilý): El. pole nekonečné desky (část 1)	prLfVucoxpw	""	
1271	Násobení  a zjednodušování racionálních výrazů	x6FFjiHPlSI	""	
1272	Zrychlení vzhledem ke gravitaci na vesmírné stanici	R5CRZONOHCU	""	
1273	Vlastnosti alkoholů	Aa1CMokCch4	""	
1274	Výpočet mnohočlenu se zadanou hodnotou x.	03yq7XsErqo	""	
1275	Ledviny a nefron	cc8sUv2SuaY	""	
1276	Japonsko v první světové válce	NTUjMpfYWwE	""	
1277	Písemné sčítání: Přechod přes 10	UTCnVtrhecc	Wm0zq-NqEFs	
1278	Modulační rychlost	8YLZ1A0du3o	""	
1279	Úloha sarkoplazmatického retikula ve svalových buňkách	SauhB2fYQkM	""	
1280	Kapacita přenosového média	EWs_1tp-1e4	""	
1281	Markovnikovovo pravidlo	X-VCk3WrGlM	""	
1282	Mechanismus SN1 reakce	nwULacjb78c	""	
1283	Zánětlivá reakce	FXSuEIMrPQk	""	
1284	Níké Samothrácká	TPM1LuW3Y5w	""	
1285	Jak najít průsečíky grafu s osami?	g6aqa2j6-4o	xGmef7lFc5w	https://cs.khanacademy.org/v/x-and-y-intercepts
1286	Oxidativní fosforylace a chemiosmóza	W_Q17tqw_7A	""	
1287	Převod rovnice se zlomkem na lineární rovnici.	PPvd4X3Wv5I	""	
1288	Koncentrace glukózy v krvi - převod jednotek	j37Mx24JHC4	""	
1289	"PPACA  neboli ""Obamacare"""	8nW9L7cSop4	""	
1290	"Picasso, The Reservoir, Horta de Ebro, 1909"	IXtreNuEC-Q	""	
1291	Primárky a vnitrostranické volby	z_QeYCg4yJ8	""	
1292	Itálie vystupuje z Trojspolku	ay1QGPg2R98	""	
1293	Názvosloví aminů 2	CJzuu_k9Nv0	""	
1294	CAM rostliny	xp6Zj24h8uA	""	
1295	Flokulace	5uuQ77vAV_U	""	
1296	Písemné sčítání: Přechod přes 10 detailněji	0TT5SHwtHcg	""	
1297	Kvadranty v kartézské soustavě souřadnic	M7bJLYA3AJs	1op92ojA6q0	https://cs.khanacademy.org/v/quadrants-of-coordinate-plane
1298	Písemné násobení: 2ciferné krát 1ciferné číslo	PEZDQ6rhOs4	k68CPfcehTE	
1299	Trajánův sloup	MFt3tHNevJg	""	
1300	Americké běžné jednotky a metrické jednotky	y2RHWA7t0WM	""	
1301	Klasické sloupové řády	nrRJkzXl4a4	""	
1302	Písemné dělení: 4-ciferné číslo dělené 1-ciferným dělitelem	qaQXXzU26pM	MbpmP1esh-Q	https://cs.khanacademy.org/v/long-division-with-remainder-example
1303	TODAY Show: Průmyslové společnosti mění tvář vzdělání	d4UQFgAdxUs	""	
1304	Písemné dělení: 4-ciferné číslo dělené 2-ciferným dělitelem	jiyef98G8e4	xXIG8ouHcsc	https://cs.khanacademy.org/v/dividing-by-a-two-digit-number
1305	Písemné dělení: Zbytek po dělení	aDYj6B4s1EI	BIGX05Mp5nw	https://cs.khanacademy.org/v/introduction-to-remainders
1306	Násobení a dělení - slovní úloha na porovnání kouzelnických schopností	9CZfG3r5JBE	""	
1307	Písemné násobení: 4-ciferné krát 1-ciferné číslo s přechodem	6YxBpN9RJQk	twMdew4Zs8Q	
1308	Písemné násobení: 3-ciferné krát 1-ciferné číslo s přechodem	50cQyZ6LQ-k	TqRReFvbpXA	
1309	Chemické a mechanické vrstvy Země	hHteUIS0OFY	""	
1310	"Dürer, autoportrét, 1498"	OQEWArXaCeg	""	
1311	Rozhovor s Jessicou Yuen	UNsf1X5I_n0	""	
1312	Oběti 1. Světové války	kOf8fU9iduA	""	
1313	Proč je gravitace silnější v blízkosti hustých objektů	RpOHZc6cDIw	""	
1314	Písemné odčítání: Přechod přes 10 (težké)	8qagkwfuK70	LSaaKau63Gg	
1315	Spočítání předmětů s pomocí násobení	lDr5Eoe2nJw	cDpBtkU2cf8	
1316	Myšlenka násobení	Nk8DQuT9ul0	RNxwasijbAo	
1317	Písemné odčítání: Přechod přes 10 (ultratěžké)	D2IyqE312Pg	3lHBgFvr3yE	
1318	"Přehled: B buňky,  CD4  T buňky a CD8  T buňky"	xaz5ftvZCyI	""	
1319	Písemné odčítání: Přechod přes 10 (složitější)	QOtam19NQcQ	""	
1320	Poločas rozpadu	9REPnibO4IQ	""	
1321	Cvičení na převod mezi radiány a stupni	z8vj8tUCkxY	""	
1322	Východní a západní štíty Afaina chrámu	pdqOIg_QYSc	""	
1323	Dělení čtvrté úrovně	gHTH6PKfpMc	""	
1324	Deficit a dluhový strop	-05OfTp6ZEE	""	
1325	Nákup opce vs. krátký prodej	_q25hz5xLdk	""	
1326	Prekapilární sfinktery	yeX0uDpPBj4	""	
1327	Velikost iontů	HBi8xjMchZc	""	
1328	Nejmenší společný násobek výrazů v algebře	MNeNHoCXoGU	""	
1329	"Spirály, Fibonacci a rostliny - část 3"	14-NdQwKz9w	""	
1330	Úvod do protestantské reformace: Protireformace	C6PUlTYnxLY	""	
1331	Základy názvosloví alkoholů	nQ7QSV4JRSs	""	
1332	Daně a dokonale neelastická poptávka	lsn16U5DWD4	""	
1333	Sčítání odporu (cév)	5lXw5_4R2B4	""	
1334	Oxidace a redukce v buněčném dýchání	_KyyVhlUDNU	""	
1335	"Čína udržuje kurz dolaru, aby zachovala tržní nevyrovnanost."	uTlh861MtYk	""	
1336	Fibonacciho rekurzivní funkce	urPVT1lymzU	""	
1337	Baterie a Elektromagnetismus	8jlMuBn6Zow	""	
1338	Dějiny optických telegrafů	WrNDeYjcCJA	""	
1339	Jednotkový vektor	lQn7fksaDq0	""	
1340	Příklad: Třetí odmocnina záporného čísla	kwSOBJcQe0o	DKh16Th8x6o	https://cs.khanacademy.org/v/finding-cube-roots
1341	Rozpoznávání iracionálních čísel	4N1DxIm982k	d9pO2z2qvXU	https://cs.khanacademy.org/v/recognizing-irrational-numbers
1342	Rozdělení výběrového průměru	FXZ2O1Lv-KE	""	
1343	Průměr a rozptyl Bernouilliho rozdělení	O8vB1eInP_8	""	
1344	Funkce hustoty pravděpodobnosti	Fvi9A_tEmXQ	""	
1345	RSA: Šifrování s veřejným klíčem 4	e_auEoqetec	""	
1346	Vodorovné asymptoty v plus a minus nekonečnu	xks4cETlN58	""	
1347	Komplexně sdružená čísla	dbxJ6LD0344	""	
1348	Led zrychlující na nakloněné rovině	Mz2nDXElcoM	""	
1349	Eratosthenovo síto	twrfyZPZkrQ	""	
1350	Příklad: Sčítání a odčítání smíšených čísel	LdRsWl0kN3g	_btQus9HV_I	
1351	Čtení piktogramů	qrVvpYt3Vl0	""	
1352	Přehled čínské historie 1911 -  1949	a9QtIfPIQl4	""	
1353	Fermatův test prvočíselnosti	xMj3jzFDZ38	""	
1354	Exaktní rovnice 1	iEpqcdaJNTQ	""	
1355	Úvod do logaritmů	Z5myJ8dg_rM	""	
1356	Příklad: Násobení zlomku celým číslem	p729tFmpOXg	""	
1357	Diferenciální počet: Derivace 1	rAof9Ld5sOg	""	
1358	RSA šifrování: souhrn - a jak dál?	GE4_0gCoXi0	""	
1359	Discovery Lab - Kouzelníkův tip	Weymq89kwAw	""	
1360	Prvočíselná věta: hustota prvočísel	3RfYfMjZ5w0	""	
1361	Pravděpodobnostní algoritmy	GkSWotgd-Nc	""	
1362	Malá Fermatova věta	XPMzosLWGHo	""	
1363	Příklad 4: Porovnání desetinných čísel	MqImVd9cm6M	FwMYoK1QKso	
1364	Konzervace maleb	Goi6mjtB5oE	""	
1365	Umění a kontext	2aUFB9hQncQ	""	
1366	"Ambrogio Lorenzetti,  Uvedení Krista do chrámu, 1342"	_lzdhIHLwcQ	""	
1367	Střední hodnota binomického rozdělení	SqcxYnNlI3Y	""	
1368	Střední hodnota náhodné veličiny	j__Kredt7vY	""	
1369	"Michael Pacher, Oltář v kostele sv. Wolfganga, 1479-81"	KdDIIYqXmjw	""	
1370	Derivace mocninných funkcí	bRZmfc1YFsQ	""	
1371	Zajímavější logaritmické výrazy	eTWCARmrzJ0	""	
1372	Algebra: Směrnice přímky 2	Kk9IDameJXk	""	
1373	Definice spojitosti funkce pomocí limity	kdEQGfeC0SE	""	
1374	Příklad: kdy padne alespoň jednou panna?	mkyZ45KQYi4	""	
1375	Anatomie prsu	iv28TEA99rg	""	
1376	Eulerova funkce	Rp8-ZAHPbg4	""	
1377	Logaritmické rovnice	fyshrv6YDVY	""	
1378	Buddha medicíny Bhaishajyaguru	CHfU9EDwOwU	""	
1379	Logaritmické rovnice 2	vtStuLV-HvQ	""	
1380	Přehled goniometrických vzorců	a70-dYvDJZY	""	
1381	Použití racionálních rovnic	gD7A1LA4jO8	""	
1382	"Zkouška toho, zda nějaká relace je funkcí."	3SO1BQQ9_1E	""	
1383	DNA	_-vZ_g7K6P0	""	
1384	Příklad: pravděpodobnost vytažení jiné než modré kuličky	mLE-SlOZToc	""	
1385	5 běžných výmluv k očkování proti chřipce	wDghWK_Rr_E	""	
1386	"Rafael, La belle jardinière, 1507"	sv9CHsd546Q	""	
1387	Ekonomický zisk vs. účetní zisk	06j_zPdPWOY	""	
1388	Agregátní poptávka	oLhohwfwf_U	""	
1389	Názvosloví aminů	Kpov3GS6tjM	""	
1390	"Magritte, Věrolomnost obrazů (Ceci n'est pas une pipe), 1929"	w702yvnip_w	""	
1391	Parametrické rovnice 3	57BiI_iD3-U	""	
1392	Parametrické rovnice 1	m6c6dlmUT1c	""	
1393	Příklady: Písemné sčítání s důrazem na přechod přes 10	vm1Z8X7jTFY	9hM32lsQ4aI	
1394	Fázové diagramy	Qp87Z4m8R-w	""	
1395	Jak získat směrnici přímky z grafu?	paDW5rnaA3E	R948Tsyq4vA	https://cs.khanacademy.org/v/slope-of-a-line
1396	Kolmé přímky	0671cRNjeKI	""	
1397	Úlohy na podobnost trojúhelníků	7wlsOQw-xUg	Ly86lwq_2gc	https://cs.khanacademy.org/v/similar-triangle-example-problems
1398	Doplnění na čtverec - příklad 4	6agzj3A9IgA	""	
1399	Kostel sv. Michaela: Bronzové dveře	__pl88NO9Jw	""	
1400	Dělení s postupným odčítáním násobků dělitele 2	omFelSZvaJc	""	
1401	Italská fronta za 1. světové války	mQyM-4YqHMM	""	
1402	Pravděpodobnost výhry jackpotu v Mega Millions loterii	gyqodNhM3EU	""	
1403	"SAT příprava: Test 8, část 5, úloha 1"	yKiU7kzjTQw	""	
1404	Více o vnitřní energii	aOSlXuDO4UU	""	
1405	Porovnávání zlomků na číselné ose a pomocí obrázků	Kt7Dwr7BftE	""	
1406	"Magnetická síla mezi vodiči, 1. část"	l3hw0twZSCc	""	
1407	Data o růstu čínského měnového agregátu M1 v roce 2010.	4Azskeheo_g	""	
1408	Reakce volných radikálů	5HgzsltWwK8	""	
1409	Dokonalá konkurence	_NznT4Cn8As	""	
1410	Definované a nedefinované operace s maticemi.	O1-9f1g0OsI	""	
1411	První hodina programování na KA	CYmL-Up_ZNc	""	
1412	"El Greco, Klanění pastýřů, 1612-1614"	3_-hYeuJTzQ	""	
1413	Úvod do protestantské reformace: Martin Luther (2 of 4)	dSOnLt3YVl0	""	
1414	Písemné odčítání: Přechod přes 10 (jednoduché)	I1Hi_sY29zA	""	
1415	"Dalí, Metamorfóza Narcise, 1937"	HUZDPWLTZ0g	""	
1416	Podmíněná pravděpodobnost (Bayesův teorém)	Zxm4Xxvzohk	""	
1417	Borůvky pro kamarády	7kW4Mjqs1UM	""	
1418	Názvosloví karboxylových kyselin	z8h7QgevqjM	""	
1419	Práce konaná rozpínáním plynu	obeGVTOZyfE	""	
1420	Super Yoga plány - Řešení pomocí substituce	dawGZs4TaTU	""	
1421	Mocniny nuly	-_uB0jR0mI4	PwDnpb_ZJvc	https://cs.khanacademy.org/v/powers-of-zero
1422	Super Yoga plány - Řešení jednoduchých rovnic	hq1bUM2tyg0	""	
1423	"Amplituda, perioda, frekvence a vlnová délka periodického vlnění"	tJW_a6JeXD8	""	
1424	"Sir John Everett Millais, Ofélie, 1851-52"	I2M7U8eCeHA	""	
1425	"Sir John Everett Millais, Kristus v domě svých rodičů, 1849-50"	nRPLiTZAry4	""	
1426	Příklad: Písemné sčítání 2 desetinných čísel	OzmaOWGzCz0	oLh_sIESQnY	
1427	Směna peněz - praktický příklad	XcRX-mkjeiM	""	
1428	Úvod do inverzních funkcí	W84lObmOp8M	""	
